fraud_event_id,transaction_id,fraud_type,detection_method,fraud_risk_score,ground_truth_status,estimated_loss_inr,detected_ts,primary_reason
FE0000209,TXN000011612,ATM_CASHOUT,Hybrid,68.0,Under Review,375097.0,2026-05-01 03:16:43,Geographic anomaly
FE0000210,TXN000011619,IMPOSSIBLE_TRAVEL,Rule,70.5,False Positive,7738.65,2026-07-11 22:18:42,Merchant anomaly
FE0000211,TXN000011620,ATM_CASHOUT,Rule,50.0,Under Review,40469.97,2026-06-24 13:52:23,Amount deviation
FE0000212,TXN000011666,ATM_CASHOUT,Rule,50.0,Under Review,411180.7,2026-03-16 22:53:30,Merchant anomaly
FE0000213,TXN000011745,MERCHANT_COLLUSION,ML,48.0,False Positive,103048.69,2026-06-19 09:48:15,Amount deviation
FE0000214,TXN000011763,ATM_CASHOUT,Hybrid,54.0,Under Review,37430.12,2026-06-17 23:06:03,Mule network
FE0000215,TXN000011876,ATM_CASHOUT,ML,54.0,Confirmed Fraud,208213.12,2026-04-03 07:26:17,Amount deviation
FE0000216,TXN000011926,ACCOUNT_TAKEOVER,Hybrid,99,Under Review,28849.27,2026-04-10 23:13:00,Merchant anomaly
FE0000217,TXN000011978,ATM_CASHOUT,Rule,52.0,False Positive,345190.76,2026-06-23 09:04:28,Device anomaly
FE0000218,TXN000012013,CARD_NOT_PRESENT,Rule,80.5,False Positive,12563.59,2026-05-18 10:34:48,Device anomaly
FE0000219,TXN000012020,MERCHANT_COLLUSION,Rule,94.0,Confirmed Fraud,174591.79,2026-06-09 02:08:42,Geographic anomaly
FE0000220,TXN000012136,ATM_CASHOUT,Rule,70.0,False Positive,363738.89,2026-03-19 17:31:58,Merchant anomaly
FE0000221,TXN000012173,VELOCITY_ABUSE,Hybrid,48.3,Confirmed Fraud,144.08,2026-02-21 21:09:55,Geographic anomaly
FE0000222,TXN000012174,MULE_TRANSFER,ML,56.0,False Positive,134113.68,2026-04-19 21:38:18,Mule network
FE0000223,TXN000012226,MULE_TRANSFER,Rule,52.0,Confirmed Fraud,93920.16,2026-04-04 12:46:54,Device anomaly
FE0000224,TXN000012287,CARD_NOT_PRESENT,ML,95.9,False Positive,1282.44,2026-05-22 04:57:19,High velocity
FE0000225,TXN000012386,CARD_TESTING,Rule,67.4,Confirmed Fraud,73.11,2026-06-06 03:34:40,Merchant anomaly
FE0000226,TXN000012510,CARD_TESTING,Rule,66.4,False Positive,51.46,2026-02-05 02:29:59,Device anomaly
FE0000227,TXN000012533,MERCHANT_COLLUSION,Rule,52.0,Under Review,66565.24,2026-02-03 09:33:27,Geographic anomaly
FE0000228,TXN000012549,CARD_TESTING,ML,48.2,False Positive,21.45,2026-02-25 20:32:08,Geographic anomaly
FE0000229,TXN000012577,ATM_CASHOUT,Hybrid,54.0,False Positive,210689.43,2026-03-30 16:47:30,High velocity
FE0000230,TXN000012646,MULE_TRANSFER,Rule,54.0,Confirmed Fraud,165774.65,2026-03-08 16:24:29,Device anomaly
FE0000231,TXN000012743,ACCOUNT_TAKEOVER,Hybrid,85.0,Confirmed Fraud,390444.52,2026-07-04 12:17:21,Mule network
FE0000232,TXN000012747,VELOCITY_ABUSE,Hybrid,64.0,Under Review,5036.77,2026-02-25 12:10:46,Amount deviation
FE0000233,TXN000012766,CARD_NOT_PRESENT,Rule,76.9,False Positive,456.99,2026-05-05 14:30:10,High velocity
FE0000234,TXN000012781,MULE_TRANSFER,Hybrid,52.0,False Positive,165381.09,2026-05-31 15:15:45,Merchant anomaly
FE0000235,TXN000012824,CARD_NOT_PRESENT,ML,73.8,False Positive,1657.21,2026-05-09 10:11:36,Mule network
FE0000236,TXN000012906,ATM_CASHOUT,Rule,56.0,Confirmed Fraud,493861.73,2026-05-11 06:06:16,Device anomaly
FE0000237,TXN000012920,CARD_NOT_PRESENT,ML,93.2,Confirmed Fraud,305463.98,2026-03-09 12:56:26,Device anomaly
FE0000238,TXN000012950,MERCHANT_COLLUSION,Rule,68.0,Confirmed Fraud,22777.16,2026-05-29 11:40:52,Device anomaly
FE0000239,TXN000012967,VELOCITY_ABUSE,Hybrid,47.8,Confirmed Fraud,336.83,2026-02-10 07:57:24,Merchant anomaly
FE0000240,TXN000012970,CARD_NOT_PRESENT,Hybrid,92.0,Confirmed Fraud,3131.39,2026-05-29 11:34:48,Merchant anomaly
FE0000241,TXN000013036,VELOCITY_ABUSE,Hybrid,78.2,Confirmed Fraud,7759.73,2026-05-01 00:55:01,High velocity
FE0000242,TXN000013040,ATM_CASHOUT,ML,92.0,Confirmed Fraud,217749.16,2026-04-07 04:43:50,High velocity
FE0000243,TXN000013157,MULE_TRANSFER,Rule,72.0,False Positive,176514.43,2026-02-11 08:29:31,Merchant anomaly
FE0000244,TXN000013204,CARD_NOT_PRESENT,ML,80.2,Confirmed Fraud,2426.63,2026-03-29 10:17:35,Geographic anomaly
FE0000245,TXN000013274,CARD_NOT_PRESENT,Hybrid,77.1,Confirmed Fraud,156.72,2026-04-03 07:45:28,Merchant anomaly
FE0000246,TXN000013277,IMPOSSIBLE_TRAVEL,Rule,74.0,Confirmed Fraud,8284.19,2026-04-24 14:22:26,Geographic anomaly
FE0000247,TXN000013295,MULE_TRANSFER,Rule,56.0,Under Review,82330.79,2026-07-24 09:52:50,Device anomaly
FE0000248,TXN000013362,CARD_TESTING,Hybrid,44.2,Confirmed Fraud,60.93,2026-05-26 11:15:22,Mule network
FE0000249,TXN000013372,ACCOUNT_TAKEOVER,Rule,94.6,Under Review,324831.79,2026-03-13 16:41:45,Device anomaly
FE0000250,TXN000013514,ATM_CASHOUT,ML,70.0,Confirmed Fraud,230310.92,2026-04-24 17:46:10,Merchant anomaly
FE0000251,TXN000013541,MERCHANT_COLLUSION,ML,66.0,Confirmed Fraud,30602.37,2026-06-28 00:13:20,Mule network
FE0000252,TXN000013576,MULE_TRANSFER,ML,74.0,Under Review,197955.88,2026-02-01 04:15:21,Amount deviation
FE0000253,TXN000013619,VELOCITY_ABUSE,Rule,86.2,Confirmed Fraud,254.99,2026-02-22 02:07:26,Merchant anomaly
FE0000254,TXN000013680,ATM_CASHOUT,ML,50.0,Confirmed Fraud,378611.16,2026-03-15 20:35:23,Mule network
FE0000255,TXN000013876,ATM_CASHOUT,Rule,72.0,False Positive,203324.28,2026-07-17 19:46:56,Device anomaly
FE0000256,TXN000013962,CARD_TESTING,Hybrid,49.1,Confirmed Fraud,40.65,2026-06-17 22:35:17,Merchant anomaly
FE0000257,TXN000013978,CARD_NOT_PRESENT,Hybrid,73.7,Under Review,1036.33,2026-07-02 19:24:12,Geographic anomaly
FE0000258,TXN000014255,VELOCITY_ABUSE,ML,55.0,Confirmed Fraud,1461.09,2026-07-18 08:49:01,Device anomaly
FE0000259,TXN000014341,IMPOSSIBLE_TRAVEL,Hybrid,82.7,False Positive,4194.19,2026-02-02 02:43:53,Merchant anomaly
FE0000260,TXN000014372,ACCOUNT_TAKEOVER,Rule,90.7,Confirmed Fraud,240118.3,2026-04-30 17:10:53,Device anomaly
FE0000261,TXN000014412,VELOCITY_ABUSE,Rule,47.4,Confirmed Fraud,925.94,2026-03-28 15:48:32,Mule network
FE0000262,TXN000014471,IMPOSSIBLE_TRAVEL,Hybrid,76.7,Confirmed Fraud,1507.5,2026-07-13 11:24:13,High velocity
FE0000263,TXN000014869,IMPOSSIBLE_TRAVEL,ML,67.4,Confirmed Fraud,3439.68,2026-07-04 15:49:22,Amount deviation
FE0000264,TXN000014901,CARD_TESTING,Hybrid,48.0,Under Review,6.01,2026-02-24 16:10:28,High velocity
FE0000265,TXN000014950,CARD_TESTING,Hybrid,48.1,Under Review,44.2,2026-07-17 14:45:21,High velocity
FE0000266,TXN000014975,ACCOUNT_TAKEOVER,ML,86.9,Confirmed Fraud,54116.59,2026-04-21 10:43:19,High velocity
FE0000267,TXN000015029,VELOCITY_ABUSE,Hybrid,62.0,False Positive,2899.04,2026-06-17 16:21:40,Device anomaly
FE0000268,TXN000015039,MERCHANT_COLLUSION,ML,68.0,Under Review,52328.26,2026-07-30 02:01:58,Amount deviation
FE0000269,TXN000015085,VELOCITY_ABUSE,Hybrid,48.9,Confirmed Fraud,2639.08,2026-02-14 10:40:43,Merchant anomaly
FE0000270,TXN000015112,CARD_TESTING,Hybrid,46.2,False Positive,63.76,2026-06-23 22:25:35,Amount deviation
FE0000271,TXN000015192,VELOCITY_ABUSE,Hybrid,68.0,False Positive,212326.75,2026-04-05 08:58:07,Amount deviation
FE0000272,TXN000015207,CARD_NOT_PRESENT,ML,90.2,Under Review,653570.97,2026-02-11 19:55:56,Mule network
FE0000273,TXN000015264,ATM_CASHOUT,Rule,50.0,Confirmed Fraud,369650.09,2026-06-23 20:56:28,Mule network
FE0000274,TXN000015281,MERCHANT_COLLUSION,Rule,68.0,False Positive,70562.56,2026-06-18 17:20:49,High velocity
FE0000275,TXN000015355,MULE_TRANSFER,ML,48.0,False Positive,358166.73,2026-05-29 16:43:35,Geographic anomaly
FE0000276,TXN000015358,MULE_TRANSFER,ML,52.0,Confirmed Fraud,273140.1,2026-07-10 07:18:36,Mule network
FE0000277,TXN000015452,VELOCITY_ABUSE,Rule,58.2,False Positive,1919.2,2026-02-22 21:25:01,Amount deviation
FE0000278,TXN000015633,IMPOSSIBLE_TRAVEL,ML,72.7,Confirmed Fraud,185.79,2026-05-20 14:26:05,Mule network
FE0000279,TXN000015664,MULE_TRANSFER,ML,54.0,Confirmed Fraud,164693.92,2026-06-08 17:09:35,Device anomaly
FE0000280,TXN000015699,MULE_TRANSFER,ML,50.0,False Positive,325837.79,2026-02-26 12:47:53,High velocity
FE0000281,TXN000015884,ACCOUNT_TAKEOVER,Hybrid,84.6,Under Review,77342.82,2026-07-23 07:01:56,Device anomaly
FE0000282,TXN000015981,ACCOUNT_TAKEOVER,Hybrid,99,False Positive,169524.87,2026-02-13 23:01:59,Mule network
FE0000283,TXN000016004,MERCHANT_COLLUSION,ML,70.0,False Positive,129518.02,2026-02-10 07:15:48,Merchant anomaly
FE0000284,TXN000016019,IMPOSSIBLE_TRAVEL,Rule,70.4,False Positive,2557.09,2026-04-24 07:51:10,Device anomaly
FE0000285,TXN000016178,ACCOUNT_TAKEOVER,Rule,90.2,Confirmed Fraud,39624.65,2026-04-02 23:27:33,Merchant anomaly
FE0000286,TXN000016411,CARD_NOT_PRESENT,Hybrid,94.9,False Positive,3204.97,2026-04-20 13:22:18,Mule network
FE0000287,TXN000016522,MERCHANT_COLLUSION,Rule,50.0,Confirmed Fraud,110226.23,2026-03-26 14:44:24,Geographic anomaly
FE0000288,TXN000016523,IMPOSSIBLE_TRAVEL,Rule,54.5,Under Review,1225.59,2026-05-17 06:06:28,Amount deviation
FE0000289,TXN000016533,VELOCITY_ABUSE,Rule,58.0,Confirmed Fraud,3907.91,2026-03-03 08:42:53,Merchant anomaly
FE0000290,TXN000016534,CARD_NOT_PRESENT,Hybrid,87.5,Confirmed Fraud,1380.98,2026-05-22 17:35:38,Merchant anomaly
FE0000291,TXN000016609,ACCOUNT_TAKEOVER,Rule,95,Under Review,180441.77,2026-04-20 08:05:51,Device anomaly
FE0000292,TXN000016658,ATM_CASHOUT,Hybrid,72.0,False Positive,125880.36,2026-07-05 02:00:01,Amount deviation
FE0000293,TXN000016688,CARD_NOT_PRESENT,Rule,83.5,Confirmed Fraud,97.29,2026-03-21 00:44:18,Geographic anomaly
FE0000294,TXN000016710,VELOCITY_ABUSE,ML,50.6,Confirmed Fraud,497.03,2026-03-10 06:40:52,Device anomaly
FE0000295,TXN000016726,ACCOUNT_TAKEOVER,Rule,93.2,Confirmed Fraud,127920.64,2026-04-20 13:41:09,High velocity
FE0000296,TXN000016867,ACCOUNT_TAKEOVER,ML,88.8,Under Review,348761.61,2026-04-13 13:05:45,Merchant anomaly
FE0000297,TXN000016897,MERCHANT_COLLUSION,Rule,54.0,Confirmed Fraud,77782.36,2026-03-02 21:24:00,High velocity
FE0000298,TXN000016901,ATM_CASHOUT,Hybrid,76.0,Under Review,108620.73,2026-02-14 13:15:24,Mule network
FE0000299,TXN000016969,IMPOSSIBLE_TRAVEL,Rule,47.6,Under Review,281.01,2026-05-23 23:06:21,Mule network
FE0000300,TXN000017037,CARD_TESTING,ML,46.4,Confirmed Fraud,45.14,2026-05-18 10:25:44,Mule network
FE0000301,TXN000017068,MULE_TRANSFER,Rule,56.0,Confirmed Fraud,510396.12,2026-04-12 17:44:04,Merchant anomaly
FE0000302,TXN000017080,ATM_CASHOUT,Rule,48.0,Confirmed Fraud,352539.6,2026-07-09 10:04:55,Device anomaly
FE0000303,TXN000017127,ATM_CASHOUT,Rule,54.0,False Positive,289669.4,2026-05-25 09:25:30,Mule network
FE0000304,TXN000017176,MULE_TRANSFER,Rule,54.0,Confirmed Fraud,31789.47,2026-04-11 18:55:53,High velocity
FE0000305,TXN000017195,VELOCITY_ABUSE,ML,63.5,Under Review,4062.38,2026-03-25 08:31:17,Merchant anomaly
FE0000306,TXN000017221,ACCOUNT_TAKEOVER,Hybrid,89.3,Under Review,176872.75,2026-04-02 11:08:06,High velocity
FE0000307,TXN000017306,VELOCITY_ABUSE,Rule,55.1,Under Review,3695.07,2026-02-28 07:13:22,Amount deviation
FE0000308,TXN000017382,MERCHANT_COLLUSION,Rule,54.0,Confirmed Fraud,24959.42,2026-06-24 10:07:34,High velocity
FE0000309,TXN000017422,VELOCITY_ABUSE,Rule,89.9,False Positive,859.05,2026-07-18 04:14:48,Device anomaly
FE0000310,TXN000017431,ACCOUNT_TAKEOVER,ML,99,Under Review,485559.91,2026-06-23 01:40:48,Mule network
FE0000311,TXN000017652,CARD_NOT_PRESENT,ML,77.2,Confirmed Fraud,3032.06,2026-05-31 08:53:49,Amount deviation
FE0000312,TXN000017669,MERCHANT_COLLUSION,Hybrid,50.0,Confirmed Fraud,84186.72,2026-06-29 20:56:03,Geographic anomaly
FE0000313,TXN000017779,CARD_NOT_PRESENT,Rule,88.2,Confirmed Fraud,478236.29,2026-07-29 18:27:32,Device anomaly
FE0000314,TXN000017790,MERCHANT_COLLUSION,Rule,48.0,Confirmed Fraud,106792.07,2026-05-22 10:01:57,Mule network
FE0000315,TXN000017816,CARD_TESTING,Hybrid,49.0,False Positive,94.71,2026-06-23 21:44:03,High velocity
FE0000316,TXN000017931,ATM_CASHOUT,ML,50.0,Under Review,306403.51,2026-04-04 15:49:36,High velocity
FE0000317,TXN000017945,ATM_CASHOUT,Hybrid,72.0,Confirmed Fraud,344546.57,2026-05-15 03:35:55,Merchant anomaly
FE0000318,TXN000017975,IMPOSSIBLE_TRAVEL,Rule,60.7,Under Review,722.46,2026-04-17 12:27:56,Device anomaly
FE0000319,TXN000018042,MERCHANT_COLLUSION,Rule,68.0,Confirmed Fraud,41707.91,2026-06-14 00:59:52,Device anomaly
FE0000320,TXN000018044,CARD_TESTING,Rule,42.7,Under Review,127.85,2026-07-11 11:01:45,High velocity
FE0000321,TXN000018048,CARD_TESTING,ML,60.5,Confirmed Fraud,22.8,2026-02-21 01:25:25,High velocity
FE0000322,TXN000018067,MULE_TRANSFER,Hybrid,74.0,False Positive,251922.29,2026-04-12 11:56:04,Amount deviation
FE0000323,TXN000018111,CARD_TESTING,ML,48.0,False Positive,10.19,2026-04-20 14:12:02,Geographic anomaly
FE0000324,TXN000018127,ACCOUNT_TAKEOVER,Rule,99,Under Review,150493.52,2026-07-27 04:39:09,Amount deviation
FE0000325,TXN000018174,MULE_TRANSFER,Rule,50.0,Under Review,436863.45,2026-06-14 15:15:41,Amount deviation
FE0000326,TXN000018199,VELOCITY_ABUSE,Rule,60.0,False Positive,4388.54,2026-04-10 10:09:57,Mule network
FE0000327,TXN000018209,VELOCITY_ABUSE,Rule,60.0,Confirmed Fraud,2519.87,2026-06-06 22:44:08,Amount deviation
FE0000328,TXN000018250,CARD_NOT_PRESENT,ML,71.0,False Positive,837.09,2026-03-05 20:30:19,Mule network
FE0000329,TXN000018284,CARD_NOT_PRESENT,ML,99,Confirmed Fraud,18800.6,2026-07-18 03:44:52,Amount deviation
FE0000330,TXN000018356,ATM_CASHOUT,ML,50.0,Confirmed Fraud,166278.2,2026-06-22 22:08:54,Geographic anomaly
FE0000331,TXN000018395,IMPOSSIBLE_TRAVEL,Hybrid,99,False Positive,3021.52,2026-07-26 04:37:56,Mule network
FE0000332,TXN000018400,MERCHANT_COLLUSION,ML,68.0,Under Review,34542.85,2026-06-03 18:38:57,Geographic anomaly
FE0000333,TXN000018436,CARD_TESTING,Rule,58.2,Confirmed Fraud,22.14,2026-06-14 05:20:55,Device anomaly
FE0000334,TXN000018502,CARD_TESTING,Rule,68.0,Confirmed Fraud,135.5,2026-06-01 16:17:30,Geographic anomaly
FE0000335,TXN000018571,ACCOUNT_TAKEOVER,ML,95,Confirmed Fraud,315018.52,2026-02-15 16:14:01,Amount deviation
FE0000336,TXN000018604,ATM_CASHOUT,Rule,74.0,Under Review,292900.5,2026-03-27 02:25:31,Device anomaly
FE0000337,TXN000018621,MERCHANT_COLLUSION,Rule,56.0,Confirmed Fraud,72374.79,2026-05-09 22:45:06,Device anomaly
FE0000338,TXN000018735,MULE_TRANSFER,ML,52.0,Confirmed Fraud,296411.18,2026-03-20 22:06:55,Mule network
FE0000339,TXN000018759,CARD_NOT_PRESENT,ML,71.9,Under Review,3130.96,2026-05-12 22:43:09,Device anomaly
FE0000340,TXN000018870,MERCHANT_COLLUSION,Hybrid,54.0,Under Review,37216.93,2026-06-26 14:50:05,Geographic anomaly
FE0000341,TXN000018872,CARD_NOT_PRESENT,Hybrid,60.0,Confirmed Fraud,816.07,2026-02-04 15:30:24,Device anomaly
FE0000342,TXN000018900,CARD_NOT_PRESENT,Hybrid,85.2,Confirmed Fraud,677.05,2026-03-02 14:12:53,Device anomaly
FE0000343,TXN000018936,ACCOUNT_TAKEOVER,Hybrid,83.8,Under Review,493982.76,2026-02-09 06:00:19,Amount deviation
FE0000344,TXN000018951,CARD_TESTING,ML,48.0,Confirmed Fraud,13.17,2026-07-19 18:20:40,High velocity
FE0000345,TXN000019029,IMPOSSIBLE_TRAVEL,Rule,56.3,Under Review,1268.06,2026-06-25 08:41:07,Geographic anomaly
FE0000346,TXN000019106,ACCOUNT_TAKEOVER,ML,99,False Positive,258701.21,2026-05-29 02:15:20,Device anomaly
FE0000347,TXN000019145,ATM_CASHOUT,Hybrid,50.0,Confirmed Fraud,290343.93,2026-06-06 15:35:56,High velocity
FE0000348,TXN000019333,IMPOSSIBLE_TRAVEL,Rule,57.3,False Positive,599.67,2026-07-02 05:34:54,Merchant anomaly
FE0000349,TXN000019483,CARD_TESTING,Rule,42.0,False Positive,18.91,2026-06-06 13:12:13,Geographic anomaly
FE0000350,TXN000019510,MULE_TRANSFER,Rule,48.0,Under Review,320158.41,2026-06-23 12:56:35,Amount deviation
FE0000351,TXN000019532,IMPOSSIBLE_TRAVEL,ML,64.8,Under Review,507.7,2026-03-01 11:52:33,Geographic anomaly
FE0000352,TXN000019588,MULE_TRANSFER,Rule,50.0,Confirmed Fraud,212825.49,2026-03-08 09:40:23,Geographic anomaly
FE0000353,TXN000019725,CARD_TESTING,Hybrid,46.1,Under Review,9.32,2026-07-14 20:54:04,Merchant anomaly
FE0000354,TXN000019755,CARD_NOT_PRESENT,ML,78.4,Confirmed Fraud,1173.93,2026-03-11 02:03:32,Amount deviation
FE0000355,TXN000019843,MERCHANT_COLLUSION,Rule,52.0,Under Review,73281.75,2026-04-10 13:34:55,Device anomaly
FE0000356,TXN000019864,MULE_TRANSFER,Hybrid,52.0,Confirmed Fraud,86823.76,2026-04-04 12:24:25,Merchant anomaly
FE0000357,TXN000019883,MERCHANT_COLLUSION,ML,72.0,Under Review,39118.91,2026-07-21 23:28:04,Merchant anomaly
FE0000358,TXN000019893,ATM_CASHOUT,ML,86.0,Confirmed Fraud,234262.2,2026-06-04 02:51:12,Merchant anomaly
FE0000359,TXN000019897,ATM_CASHOUT,Rule,76.0,False Positive,327473.14,2026-02-24 08:41:07,Mule network
FE0000360,TXN000019973,MULE_TRANSFER,Rule,70.0,Under Review,224785.89,2026-05-16 12:45:16,High velocity
FE0000361,TXN000019994,CARD_TESTING,Rule,48.4,Confirmed Fraud,22.07,2026-03-10 21:47:44,Merchant anomaly
FE0000362,TXN000020087,CARD_NOT_PRESENT,Rule,86.1,False Positive,6614.31,2026-02-06 16:45:30,High velocity
FE0000363,TXN000020140,MERCHANT_COLLUSION,Hybrid,66.0,Under Review,109799.05,2026-05-08 04:37:02,Amount deviation
FE0000364,TXN000020154,IMPOSSIBLE_TRAVEL,Rule,89.3,Confirmed Fraud,289707.19,2026-07-01 00:02:44,High velocity
FE0000365,TXN000020200,ACCOUNT_TAKEOVER,Rule,99,Under Review,174184.38,2026-06-05 00:20:48,Geographic anomaly
FE0000366,TXN000020228,MULE_TRANSFER,Hybrid,76.0,False Positive,104736.7,2026-07-24 15:20:45,Merchant anomaly
FE0000367,TXN000020320,IMPOSSIBLE_TRAVEL,Rule,56.5,Under Review,517.05,2026-05-10 21:36:38,High velocity
FE0000368,TXN000020335,ATM_CASHOUT,Rule,48.0,Confirmed Fraud,66020.32,2026-06-21 13:54:50,Merchant anomaly
FE0000369,TXN000020345,ATM_CASHOUT,Hybrid,52.0,Confirmed Fraud,86927.41,2026-05-10 05:16:48,Amount deviation
FE0000370,TXN000020356,VELOCITY_ABUSE,Hybrid,44.8,Under Review,923.87,2026-02-12 16:03:37,Mule network
FE0000371,TXN000020451,CARD_TESTING,Hybrid,38.8,False Positive,85.69,2026-03-22 12:56:30,Device anomaly
FE0000372,TXN000020472,MULE_TRANSFER,Rule,48.0,Under Review,431503.85,2026-07-01 07:42:24,High velocity
FE0000373,TXN000020506,IMPOSSIBLE_TRAVEL,ML,78.6,Confirmed Fraud,4609.06,2026-05-30 03:36:22,Amount deviation
FE0000374,TXN000020579,VELOCITY_ABUSE,Hybrid,52.1,Confirmed Fraud,1057.45,2026-02-07 22:27:06,Geographic anomaly
FE0000375,TXN000020611,CARD_TESTING,Hybrid,48.3,Confirmed Fraud,91.76,2026-07-18 11:30:59,Geographic anomaly
FE0000376,TXN000020617,VELOCITY_ABUSE,ML,58.8,Confirmed Fraud,198.34,2026-02-01 04:38:11,Geographic anomaly
FE0000377,TXN000020619,VELOCITY_ABUSE,Hybrid,86.0,Under Review,1015.08,2026-03-20 00:21:50,Amount deviation
FE0000378,TXN000020643,ACCOUNT_TAKEOVER,Hybrid,85.8,Confirmed Fraud,224137.19,2026-02-06 05:44:07,Geographic anomaly
FE0000379,TXN000020668,CARD_TESTING,Rule,64.4,Confirmed Fraud,58.67,2026-07-19 00:25:50,Device anomaly
FE0000380,TXN000020716,IMPOSSIBLE_TRAVEL,Rule,49.1,False Positive,391.1,2026-06-23 11:08:36,Mule network
FE0000381,TXN000020748,VELOCITY_ABUSE,Rule,60.6,False Positive,3052.15,2026-06-15 21:03:44,Device anomaly
FE0000382,TXN000020770,MULE_TRANSFER,ML,86.0,Confirmed Fraud,109594.29,2026-06-10 00:55:39,Amount deviation
FE0000383,TXN000020799,ATM_CASHOUT,Rule,48.0,Under Review,285679.31,2026-07-02 14:31:01,Merchant anomaly
FE0000384,TXN000020876,VELOCITY_ABUSE,Rule,58.0,Confirmed Fraud,3926.73,2026-04-01 14:58:17,Geographic anomaly
FE0000385,TXN000020880,ACCOUNT_TAKEOVER,Hybrid,89.0,Confirmed Fraud,135093.94,2026-04-19 13:39:06,Amount deviation
FE0000386,TXN000020967,MERCHANT_COLLUSION,Hybrid,54.0,Confirmed Fraud,89273.07,2026-02-03 18:47:54,Mule network
FE0000387,TXN000021038,MERCHANT_COLLUSION,ML,56.0,Under Review,78061.07,2026-07-09 16:06:19,Geographic anomaly
FE0000388,TXN000021071,CARD_NOT_PRESENT,ML,78.1,Confirmed Fraud,3279.06,2026-06-12 07:51:58,Merchant anomaly
FE0000389,TXN000021076,VELOCITY_ABUSE,ML,81.7,Confirmed Fraud,2030.39,2026-06-02 04:04:10,Amount deviation
FE0000390,TXN000021219,IMPOSSIBLE_TRAVEL,Hybrid,76.1,Confirmed Fraud,195.38,2026-05-03 04:39:44,Merchant anomaly
FE0000391,TXN000021232,CARD_NOT_PRESENT,Rule,60.0,Under Review,1216.48,2026-05-06 21:48:56,High velocity
FE0000392,TXN000021248,ACCOUNT_TAKEOVER,Rule,94.2,Confirmed Fraud,176351.0,2026-03-01 19:23:38,Merchant anomaly
FE0000393,TXN000021306,CARD_NOT_PRESENT,ML,69.4,Confirmed Fraud,959.99,2026-07-12 08:02:54,Device anomaly
FE0000394,TXN000021309,CARD_NOT_PRESENT,Rule,84.0,Confirmed Fraud,2058.86,2026-07-08 22:38:40,High velocity
FE0000395,TXN000021315,CARD_TESTING,Hybrid,46.0,False Positive,11.55,2026-03-16 14:16:38,Mule network
FE0000396,TXN000021408,MERCHANT_COLLUSION,Rule,54.0,Confirmed Fraud,111413.13,2026-03-09 23:35:05,Mule network
FE0000397,TXN000021419,CARD_NOT_PRESENT,Hybrid,86.2,Confirmed Fraud,2452.18,2026-03-15 13:44:04,Device anomaly
FE0000398,TXN000021440,VELOCITY_ABUSE,ML,68.0,Confirmed Fraud,1411.52,2026-07-28 19:14:21,Merchant anomaly
FE0000399,TXN000021477,ATM_CASHOUT,ML,52.0,Confirmed Fraud,45613.22,2026-05-09 17:34:51,Device anomaly
FE0000400,TXN000021607,MERCHANT_COLLUSION,Hybrid,50.0,False Positive,39266.31,2026-02-08 05:47:24,High velocity
FE0000401,TXN000021634,ATM_CASHOUT,ML,74.0,Under Review,77277.3,2026-04-11 02:33:07,Device anomaly
FE0000402,TXN000021681,MERCHANT_COLLUSION,Hybrid,72.0,Under Review,41562.03,2026-02-16 02:20:16,Amount deviation
FE0000403,TXN000021711,CARD_NOT_PRESENT,ML,99,Confirmed Fraud,3046.68,2026-04-30 02:23:34,Merchant anomaly
FE0000404,TXN000021762,MERCHANT_COLLUSION,ML,56.0,Confirmed Fraud,22365.43,2026-03-08 11:38:21,Device anomaly
FE0000405,TXN000021857,CARD_TESTING,Rule,48.0,Under Review,2.0,2026-03-23 07:52:14,Amount deviation
FE0000406,TXN000021859,VELOCITY_ABUSE,Rule,49.4,Confirmed Fraud,500.1,2026-07-18 19:01:14,Merchant anomaly
FE0000407,TXN000021869,ACCOUNT_TAKEOVER,ML,99,False Positive,484040.58,2026-07-03 03:57:14,Merchant anomaly
FE0000408,TXN000021911,ATM_CASHOUT,ML,48.0,Under Review,51590.85,2026-02-05 13:38:19,High velocity
FE0000409,TXN000021955,IMPOSSIBLE_TRAVEL,ML,68.0,False Positive,5734.32,2026-02-20 19:28:11,Geographic anomaly
FE0000410,TXN000022003,CARD_NOT_PRESENT,Rule,76.5,Confirmed Fraud,10818.31,2026-02-02 12:31:12,Amount deviation
FE0000411,TXN000022007,ACCOUNT_TAKEOVER,Hybrid,97.5,Confirmed Fraud,314452.44,2026-06-15 16:56:55,Amount deviation
FE0000412,TXN000022027,MERCHANT_COLLUSION,Hybrid,50.0,Under Review,19960.79,2026-06-03 16:07:21,Merchant anomaly
FE0000413,TXN000022031,MULE_TRANSFER,ML,70.0,False Positive,106159.9,2026-05-15 00:47:52,Device anomaly
FE0000414,TXN000022088,MERCHANT_COLLUSION,ML,74.0,False Positive,34362.78,2026-02-13 04:30:22,Amount deviation
FE0000415,TXN000022220,IMPOSSIBLE_TRAVEL,Rule,83.0,False Positive,1503.65,2026-06-23 16:42:56,Device anomaly
FE0000416,TXN000022233,CARD_TESTING,ML,48.1,Confirmed Fraud,66.76,2026-05-11 06:48:38,Geographic anomaly
FE0000417,TXN000022275,VELOCITY_ABUSE,Rule,49.6,False Positive,361.33,2026-07-01 10:49:25,Amount deviation
