business_date,channel,city,transaction_count,transaction_amount_inr,fraud_count,fraud_amount_inr,fraud_rate_pct,decline_count,challenge_count,avg_risk_score
2026-03-01,IMPS,Hyderabad,4,4061.77,0,0.0,0.0,0,0,27.6
2026-03-01,IMPS,Jaipur,2,1957.13,0,0.0,0.0,0,0,23.5
2026-03-01,IMPS,Kochi,4,12844.34,0,0.0,0.0,0,0,25.93
2026-03-01,IMPS,Kolkata,2,2472.09,0,0.0,0.0,0,0,42.5
2026-03-01,IMPS,Mumbai,4,27967.01,0,0.0,0.0,0,0,24.48
2026-03-01,Internet Banking,Ahmedabad,2,1637.94,0,0.0,0.0,0,0,23.75
2026-03-01,Internet Banking,Bengaluru,2,10629.6,0,0.0,0.0,0,0,43.9
2026-03-01,Internet Banking,Chennai,3,11926.38,0,0.0,0.0,0,0,18.8
2026-03-01,Internet Banking,Delhi,2,3027.71,0,0.0,0.0,0,0,23.4
2026-03-01,Internet Banking,Hyderabad,2,10836.72,0,0.0,0.0,0,0,28.3
2026-03-01,Internet Banking,Jaipur,3,3041.58,0,0.0,0.0,0,0,22.0
2026-03-01,Internet Banking,Kochi,3,36472.75,0,0.0,0.0,0,0,46.2
2026-03-01,Internet Banking,Kolkata,2,1440.52,0,0.0,0.0,0,0,11.75
2026-03-01,Internet Banking,Mumbai,1,416.69,0,0.0,0.0,0,0,27.1
2026-03-01,Internet Banking,Pune,3,4372.98,0,0.0,0.0,0,0,25.07
2026-03-01,Mobile Banking,Ahmedabad,4,13526.27,0,0.0,0.0,0,0,40.8
2026-03-01,Mobile Banking,Bengaluru,6,9907.79,0,0.0,0.0,0,0,31.4
2026-03-01,Mobile Banking,Chennai,5,6305.78,0,0.0,0.0,0,0,26.46
2026-03-01,Mobile Banking,Delhi,5,8856.6,0,0.0,0.0,0,0,35.68
2026-03-01,Mobile Banking,Hyderabad,3,5743.02,0,0.0,0.0,0,0,25.17
2026-03-01,Mobile Banking,Jaipur,4,18501.07,0,0.0,0.0,0,0,25.9
2026-03-01,Mobile Banking,Kochi,2,3202.5,0,0.0,0.0,0,0,24.95
2026-03-01,Mobile Banking,Kolkata,6,20716.3,0,0.0,0.0,0,0,36.23
2026-03-01,Mobile Banking,Mumbai,4,6328.5,0,0.0,0.0,0,0,26.3
2026-03-01,Mobile Banking,Pune,3,1228.27,0,0.0,0.0,0,0,15.8
2026-03-01,NEFT,Ahmedabad,4,12733.44,0,0.0,0.0,0,0,28.75
2026-03-01,NEFT,Bengaluru,2,4562.09,0,0.0,0.0,0,0,28.35
2026-03-01,NEFT,Chennai,1,266.57,0,0.0,0.0,0,0,52.2
2026-03-01,NEFT,Delhi,1,630.57,0,0.0,0.0,0,0,16.0
2026-03-01,NEFT,Hyderabad,2,3748.89,0,0.0,0.0,0,0,29.85
2026-03-01,NEFT,Jaipur,2,8592.12,0,0.0,0.0,0,0,33.5
2026-03-01,NEFT,Kochi,3,9060.33,0,0.0,0.0,0,0,30.8
2026-03-01,NEFT,Kolkata,9,168652.93,1,153836.93,11.111,0,0,26.74
2026-03-01,NEFT,Mumbai,2,2227.37,0,0.0,0.0,0,0,29.3
2026-03-01,NEFT,Pune,2,8636.14,0,0.0,0.0,0,0,44.2
2026-03-01,POS,Ahmedabad,7,7869.63,0,0.0,0.0,0,0,22.99
2026-03-01,POS,Bengaluru,8,9688.92,0,0.0,0.0,0,0,25.11
2026-03-01,POS,Chennai,2,8992.16,0,0.0,0.0,0,0,47.9
2026-03-01,POS,Delhi,3,4104.25,0,0.0,0.0,0,0,22.17
2026-03-01,POS,Hyderabad,3,5265.86,0,0.0,0.0,0,0,18.83
2026-03-01,POS,Jaipur,3,245286.1,1,240226.56,33.333,0,1,39.7
2026-03-01,POS,Kochi,5,37800.62,0,0.0,0.0,0,0,31.54
2026-03-01,POS,Kolkata,3,12359.46,0,0.0,0.0,0,0,25.47
2026-03-01,POS,Mumbai,11,36244.58,0,0.0,0.0,0,0,23.63
2026-03-01,POS,Pune,6,16509.46,0,0.0,0.0,0,0,31.18
2026-03-01,RTGS,Ahmedabad,1,1413267.06,0,0.0,0.0,0,0,39.6
2026-03-01,RTGS,Bengaluru,1,665510.15,0,0.0,0.0,0,0,51.1
2026-03-01,RTGS,Delhi,1,218660.73,1,218660.73,100.0,1,0,94.2
2026-03-01,RTGS,Hyderabad,2,1454043.36,0,0.0,0.0,0,0,35.75
2026-03-01,RTGS,Jaipur,2,1413009.77,0,0.0,0.0,0,0,38.2
2026-03-01,RTGS,Kochi,2,2167158.54,0,0.0,0.0,0,0,40.8
2026-03-01,RTGS,Mumbai,1,774164.5,0,0.0,0.0,0,0,33.7
2026-03-01,UPI,Ahmedabad,8,23587.8,0,0.0,0.0,0,0,22.78
2026-03-01,UPI,Bengaluru,5,17618.72,0,0.0,0.0,0,0,25.82
2026-03-01,UPI,Chennai,6,6593.74,0,0.0,0.0,0,0,33.12
2026-03-01,UPI,Delhi,4,13210.31,0,0.0,0.0,0,0,24.77
2026-03-01,UPI,Hyderabad,17,641557.55,1,593617.25,5.882,0,2,34.11
2026-03-01,UPI,Jaipur,8,20001.29,0,0.0,0.0,0,0,28.41
2026-03-01,UPI,Kochi,3,13686.86,0,0.0,0.0,0,0,38.8
2026-03-01,UPI,Kolkata,6,10090.12,0,0.0,0.0,0,0,33.07
2026-03-01,UPI,Mumbai,11,29960.24,0,0.0,0.0,0,1,29.62
2026-03-01,UPI,Pune,5,19072.22,0,0.0,0.0,0,0,28.56
2026-03-02,ATM,Ahmedabad,3,1125.82,0,0.0,0.0,0,0,34.43
2026-03-02,ATM,Bengaluru,6,13346.24,0,0.0,0.0,0,0,24.72
2026-03-02,ATM,Chennai,3,6501.22,0,0.0,0.0,0,0,47.5
2026-03-02,ATM,Delhi,4,8826.53,0,0.0,0.0,0,0,25.48
2026-03-02,ATM,Hyderabad,1,133137.09,1,133137.09,100.0,0,0,54.0
2026-03-02,ATM,Jaipur,1,2433.46,0,0.0,0.0,0,0,39.7
2026-03-02,ATM,Kochi,4,20801.6,0,0.0,0.0,0,0,33.98
2026-03-02,ATM,Kolkata,1,363.26,0,0.0,0.0,0,0,37.0
2026-03-02,ATM,Mumbai,2,5803.71,0,0.0,0.0,0,0,50.85
2026-03-02,ATM,Pune,2,12778.84,0,0.0,0.0,0,0,27.65
2026-03-02,Branch,Chennai,1,3617.97,0,0.0,0.0,0,0,19.0
2026-03-02,Branch,Jaipur,2,5963.63,0,0.0,0.0,0,0,23.3
2026-03-02,IMPS,Chennai,3,7719.23,0,0.0,0.0,0,0,29.8
2026-03-02,IMPS,Delhi,3,3568.11,0,0.0,0.0,0,0,35.57
2026-03-02,IMPS,Hyderabad,3,5402.76,0,0.0,0.0,0,0,29.8
2026-03-02,IMPS,Jaipur,1,3613.91,0,0.0,0.0,0,0,10.6
2026-03-02,IMPS,Kochi,6,22995.46,0,0.0,0.0,0,0,31.82
2026-03-02,IMPS,Kolkata,3,3574.43,0,0.0,0.0,0,0,27.6
2026-03-02,IMPS,Pune,3,22507.88,0,0.0,0.0,0,0,47.27
2026-03-02,Internet Banking,Ahmedabad,3,53360.96,0,0.0,0.0,0,0,33.27
2026-03-02,Internet Banking,Bengaluru,3,6112.57,0,0.0,0.0,0,0,45.4
2026-03-02,Internet Banking,Chennai,4,13641.39,0,0.0,0.0,0,0,28.1
2026-03-02,Internet Banking,Delhi,4,10668.68,0,0.0,0.0,0,0,28.92
2026-03-02,Internet Banking,Hyderabad,1,764.02,0,0.0,0.0,0,0,5.1
2026-03-02,Internet Banking,Jaipur,2,8490.52,0,0.0,0.0,0,0,25.65
2026-03-02,Internet Banking,Mumbai,3,14660.12,0,0.0,0.0,0,0,29.8
2026-03-02,Internet Banking,Pune,8,16385.14,0,0.0,0.0,0,1,33.94
2026-03-02,Mobile Banking,Ahmedabad,9,41330.08,0,0.0,0.0,0,0,30.18
2026-03-02,Mobile Banking,Bengaluru,10,37783.03,0,0.0,0.0,0,1,28.57
2026-03-02,Mobile Banking,Chennai,4,6086.17,0,0.0,0.0,0,0,29.77
2026-03-02,Mobile Banking,Delhi,1,5210.73,0,0.0,0.0,0,0,44.7
2026-03-02,Mobile Banking,Hyderabad,6,30252.25,0,0.0,0.0,0,0,32.27
2026-03-02,Mobile Banking,Jaipur,3,5740.8,0,0.0,0.0,0,0,21.23
2026-03-02,Mobile Banking,Kochi,7,24930.89,0,0.0,0.0,0,0,28.77
2026-03-02,Mobile Banking,Kolkata,4,5766.24,0,0.0,0.0,0,0,17.08
2026-03-02,Mobile Banking,Mumbai,2,5937.3,0,0.0,0.0,0,0,32.8
2026-03-02,Mobile Banking,Pune,4,7526.29,0,0.0,0.0,0,0,27.25
2026-03-02,NEFT,Ahmedabad,4,6386.7,0,0.0,0.0,0,0,14.5
2026-03-02,NEFT,Bengaluru,3,4289.6,0,0.0,0.0,0,0,35.53
2026-03-02,NEFT,Delhi,1,5377.1,0,0.0,0.0,0,0,31.5
2026-03-02,NEFT,Hyderabad,1,5809.0,0,0.0,0.0,0,0,49.6
2026-03-02,NEFT,Jaipur,3,7808.96,0,0.0,0.0,0,0,31.6
2026-03-02,NEFT,Kochi,3,2287.87,1,798.16,33.333,1,0,41.2
2026-03-02,NEFT,Kolkata,2,1839.05,1,568.2,50.0,0,0,39.25
2026-03-02,NEFT,Pune,2,6913.52,0,0.0,0.0,0,0,23.1
2026-03-02,POS,Ahmedabad,5,16698.82,0,0.0,0.0,0,0,39.5
2026-03-02,POS,Bengaluru,2,44023.26,0,0.0,0.0,0,0,40.25
2026-03-02,POS,Chennai,6,19051.37,0,0.0,0.0,0,1,34.92
2026-03-02,POS,Delhi,4,5574.33,0,0.0,0.0,0,0,31.78
2026-03-02,POS,Hyderabad,5,20129.46,0,0.0,0.0,0,0,24.9
2026-03-02,POS,Jaipur,3,11603.84,0,0.0,0.0,0,0,33.6
2026-03-02,POS,Kochi,5,19964.57,0,0.0,0.0,0,0,33.14
2026-03-02,POS,Kolkata,2,1671.02,0,0.0,0.0,0,0,43.35
2026-03-02,POS,Mumbai,2,643.58,0,0.0,0.0,0,0,33.15
2026-03-02,POS,Pune,6,8138.27,0,0.0,0.0,0,0,19.68
2026-03-02,RTGS,Bengaluru,2,1618053.58,0,0.0,0.0,0,0,35.4
2026-03-02,RTGS,Hyderabad,2,1946736.35,0,0.0,0.0,0,0,53.4
2026-03-02,RTGS,Jaipur,2,1653394.13,0,0.0,0.0,0,1,52.05
2026-03-02,RTGS,Kolkata,3,2101951.98,0,0.0,0.0,0,0,40.63
2026-03-02,RTGS,Mumbai,2,2239883.07,0,0.0,0.0,0,0,42.1
2026-03-02,UPI,Ahmedabad,4,10562.1,0,0.0,0.0,0,0,30.33
2026-03-02,UPI,Bengaluru,9,19494.73,1,3161.02,11.111,0,1,24.98
2026-03-02,UPI,Chennai,5,16102.34,0,0.0,0.0,0,0,24.48
2026-03-02,UPI,Delhi,5,14314.78,0,0.0,0.0,0,0,24.08
2026-03-02,UPI,Hyderabad,10,15480.14,0,0.0,0.0,0,1,27.32
2026-03-02,UPI,Jaipur,6,8953.46,0,0.0,0.0,0,0,28.5
2026-03-02,UPI,Kochi,7,31694.05,0,0.0,0.0,0,1,31.07
2026-03-02,UPI,Kolkata,5,6942.96,0,0.0,0.0,0,0,28.14
2026-03-02,UPI,Mumbai,5,11403.29,0,0.0,0.0,0,1,27.74
2026-03-02,UPI,Pune,6,17149.64,0,0.0,0.0,0,0,36.08
2026-03-03,ATM,Ahmedabad,1,2315.49,0,0.0,0.0,0,0,36.1
2026-03-03,ATM,Bengaluru,2,1598.36,0,0.0,0.0,0,0,23.55
2026-03-03,ATM,Chennai,6,13495.12,0,0.0,0.0,0,0,23.73
2026-03-03,ATM,Delhi,3,9280.28,0,0.0,0.0,0,0,25.87
2026-03-03,ATM,Hyderabad,2,1823.1,0,0.0,0.0,0,0,25.8
2026-03-03,ATM,Jaipur,2,6732.85,0,0.0,0.0,0,0,28.75
2026-03-03,ATM,Kochi,2,6284.51,0,0.0,0.0,0,0,47.65
2026-03-03,ATM,Kolkata,3,4434.19,0,0.0,0.0,0,0,45.13
2026-03-03,ATM,Mumbai,1,3928.05,0,0.0,0.0,0,0,46.0
2026-03-03,ATM,Pune,3,2983.02,1,65.43,33.333,0,0,31.4
2026-03-03,Branch,Ahmedabad,1,443.56,0,0.0,0.0,0,0,7.9
2026-03-03,Branch,Bengaluru,1,1622.47,0,0.0,0.0,0,0,36.5
2026-03-03,Branch,Chennai,1,827.91,0,0.0,0.0,0,0,21.2
2026-03-03,Branch,Jaipur,1,244.1,0,0.0,0.0,0,0,16.4
2026-03-03,Branch,Kochi,2,19595.09,0,0.0,0.0,0,0,33.8
2026-03-03,Branch,Kolkata,1,784.7,0,0.0,0.0,0,0,32.9
2026-03-03,Branch,Mumbai,2,2160.06,0,0.0,0.0,0,0,26.75
2026-03-03,Branch,Pune,1,7049.91,0,0.0,0.0,0,0,54.6
2026-03-03,IMPS,Ahmedabad,2,2475.64,0,0.0,0.0,0,0,21.05
2026-03-03,IMPS,Bengaluru,3,1217.18,0,0.0,0.0,0,0,21.13
2026-03-03,IMPS,Delhi,1,444.97,0,0.0,0.0,0,0,39.1
2026-03-03,IMPS,Jaipur,3,7721.14,0,0.0,0.0,0,0,34.13
2026-03-03,IMPS,Kochi,6,12607.06,0,0.0,0.0,0,0,25.77
2026-03-03,IMPS,Kolkata,2,3914.07,0,0.0,0.0,0,0,25.4
2026-03-03,IMPS,Mumbai,3,4249.9,0,0.0,0.0,0,0,13.7
2026-03-03,IMPS,Pune,1,2566.46,0,0.0,0.0,0,0,14.5
2026-03-03,Internet Banking,Ahmedabad,5,12326.2,0,0.0,0.0,0,0,33.18
2026-03-03,Internet Banking,Bengaluru,1,2762.68,0,0.0,0.0,0,0,31.1
2026-03-03,Internet Banking,Chennai,4,7484.58,0,0.0,0.0,0,0,27.68
2026-03-03,Internet Banking,Delhi,5,8743.44,0,0.0,0.0,0,0,25.22
2026-03-03,Internet Banking,Hyderabad,6,317323.01,1,309164.95,16.667,0,1,36.32
2026-03-03,Internet Banking,Jaipur,3,1809.13,0,0.0,0.0,0,0,22.27
2026-03-03,Internet Banking,Kochi,3,39751.83,1,36134.77,33.333,1,1,59.47
2026-03-03,Internet Banking,Kolkata,4,9521.58,0,0.0,0.0,0,0,24.68
2026-03-03,Internet Banking,Mumbai,2,4384.93,0,0.0,0.0,0,0,34.75
2026-03-03,Internet Banking,Pune,4,11577.39,0,0.0,0.0,0,0,29.35
2026-03-03,Mobile Banking,Ahmedabad,5,44274.79,1,5966.81,20.0,1,1,54.9
2026-03-03,Mobile Banking,Bengaluru,6,18583.71,0,0.0,0.0,0,0,35.73
2026-03-03,Mobile Banking,Chennai,5,11778.25,0,0.0,0.0,0,0,27.68
2026-03-03,Mobile Banking,Delhi,5,15208.33,0,0.0,0.0,0,0,30.0
2026-03-03,Mobile Banking,Hyderabad,4,8205.7,0,0.0,0.0,0,0,30.15
2026-03-03,Mobile Banking,Jaipur,6,17597.09,0,0.0,0.0,0,1,32.4
2026-03-03,Mobile Banking,Kochi,2,1856.81,0,0.0,0.0,0,0,27.65
2026-03-03,Mobile Banking,Kolkata,5,6303.29,0,0.0,0.0,0,0,19.18
2026-03-03,Mobile Banking,Mumbai,7,16766.35,1,1793.02,14.286,0,0,37.83
2026-03-03,Mobile Banking,Pune,5,15102.5,0,0.0,0.0,0,0,25.68
2026-03-03,NEFT,Ahmedabad,2,2996.18,0,0.0,0.0,0,0,28.9
2026-03-03,NEFT,Bengaluru,3,3479.24,0,0.0,0.0,0,0,23.33
2026-03-03,NEFT,Chennai,1,1134.32,0,0.0,0.0,0,0,14.3
2026-03-03,NEFT,Delhi,2,22176.29,0,0.0,0.0,0,0,30.55
2026-03-03,NEFT,Kochi,2,1319.65,0,0.0,0.0,0,0,38.1
2026-03-03,NEFT,Kolkata,2,2100.15,0,0.0,0.0,0,0,14.85
2026-03-03,NEFT,Mumbai,5,18582.87,0,0.0,0.0,0,0,35.08
2026-03-03,POS,Ahmedabad,1,927.24,0,0.0,0.0,0,0,39.8
2026-03-03,POS,Bengaluru,5,19268.5,0,0.0,0.0,0,0,22.7
2026-03-03,POS,Chennai,6,15808.23,0,0.0,0.0,0,0,38.83
2026-03-03,POS,Delhi,2,2197.89,0,0.0,0.0,0,0,25.45
2026-03-03,POS,Hyderabad,4,8696.29,0,0.0,0.0,0,0,30.02
2026-03-03,POS,Jaipur,4,10697.84,1,8978.03,25.0,0,0,30.68
2026-03-03,POS,Kolkata,1,731.98,0,0.0,0.0,0,0,24.3
2026-03-03,POS,Mumbai,5,9289.35,0,0.0,0.0,0,0,25.64
2026-03-03,RTGS,Bengaluru,1,1065936.93,0,0.0,0.0,0,0,27.8
2026-03-03,RTGS,Chennai,3,1733751.24,0,0.0,0.0,0,0,39.07
2026-03-03,RTGS,Delhi,3,3363582.99,0,0.0,0.0,0,1,50.87
2026-03-03,RTGS,Hyderabad,1,888450.59,0,0.0,0.0,0,0,29.7
2026-03-03,RTGS,Jaipur,2,1298315.5,0,0.0,0.0,0,0,31.65
2026-03-03,RTGS,Kochi,1,1030622.32,0,0.0,0.0,0,0,32.5
2026-03-03,RTGS,Kolkata,2,1227156.22,0,0.0,0.0,0,0,40.85
2026-03-03,UPI,Ahmedabad,5,14834.88,0,0.0,0.0,0,0,25.52
2026-03-03,UPI,Bengaluru,4,8241.62,0,0.0,0.0,0,0,22.6
2026-03-03,UPI,Chennai,12,572785.38,1,553475.0,8.333,1,0,29.77
2026-03-03,UPI,Delhi,6,11118.69,0,0.0,0.0,0,0,20.43
2026-03-03,UPI,Hyderabad,3,8048.76,0,0.0,0.0,0,0,17.87
2026-03-03,UPI,Jaipur,8,63996.71,1,49238.62,12.5,0,0,31.7
2026-03-03,UPI,Kochi,10,18010.91,0,0.0,0.0,0,1,40.32
2026-03-03,UPI,Kolkata,4,6804.72,1,239.32,25.0,0,1,38.4
2026-03-03,UPI,Mumbai,5,7420.2,0,0.0,0.0,0,0,23.76
2026-03-03,UPI,Pune,4,8711.95,0,0.0,0.0,0,0,29.42
2026-03-04,ATM,Ahmedabad,4,10911.36,0,0.0,0.0,0,0,32.62
2026-03-04,ATM,Bengaluru,8,13696.31,0,0.0,0.0,0,0,32.74
2026-03-04,ATM,Chennai,1,2200.95,0,0.0,0.0,0,0,29.1
2026-03-04,ATM,Delhi,5,11964.59,0,0.0,0.0,0,0,33.6
2026-03-04,ATM,Hyderabad,1,4519.23,0,0.0,0.0,0,0,22.5
2026-03-04,ATM,Jaipur,1,2016.71,0,0.0,0.0,0,0,35.4
2026-03-04,ATM,Kochi,1,2892.22,0,0.0,0.0,0,0,36.7
2026-03-04,ATM,Mumbai,1,701.13,0,0.0,0.0,0,0,41.9
2026-03-04,ATM,Pune,3,6151.52,0,0.0,0.0,0,0,43.03
2026-03-04,Branch,Ahmedabad,1,6157.92,0,0.0,0.0,0,0,46.0
2026-03-04,Branch,Kochi,1,12720.32,0,0.0,0.0,0,0,28.1
2026-03-04,Branch,Kolkata,1,3317.37,0,0.0,0.0,0,0,16.4
2026-03-04,IMPS,Bengaluru,5,9814.68,0,0.0,0.0,0,1,32.64
2026-03-04,IMPS,Chennai,1,893.96,0,0.0,0.0,0,0,19.0
2026-03-04,IMPS,Delhi,5,18934.06,0,0.0,0.0,0,1,39.02
2026-03-04,IMPS,Hyderabad,3,7670.94,0,0.0,0.0,0,0,27.87
2026-03-04,IMPS,Jaipur,2,3457.5,0,0.0,0.0,0,0,33.6
2026-03-04,IMPS,Kochi,1,4002.11,0,0.0,0.0,0,0,34.5
2026-03-04,IMPS,Kolkata,1,3378.16,0,0.0,0.0,0,0,9.7
2026-03-04,IMPS,Mumbai,2,1171.86,0,0.0,0.0,0,0,36.35
2026-03-04,IMPS,Pune,2,10545.58,0,0.0,0.0,0,0,39.75
2026-03-04,Internet Banking,Ahmedabad,4,16831.26,0,0.0,0.0,0,0,27.42
2026-03-04,Internet Banking,Bengaluru,2,7219.55,0,0.0,0.0,0,0,19.35
2026-03-04,Internet Banking,Chennai,7,12988.38,0,0.0,0.0,0,0,24.84
2026-03-04,Internet Banking,Delhi,1,1397.86,0,0.0,0.0,0,0,26.4
2026-03-04,Internet Banking,Hyderabad,4,12371.75,0,0.0,0.0,0,0,26.3
2026-03-04,Internet Banking,Jaipur,1,6332.54,0,0.0,0.0,0,0,33.1
2026-03-04,Internet Banking,Kochi,3,716.83,0,0.0,0.0,0,0,48.67
2026-03-04,Internet Banking,Kolkata,2,1495.86,0,0.0,0.0,0,0,53.9
2026-03-04,Internet Banking,Pune,3,2888.21,0,0.0,0.0,0,0,23.0
2026-03-04,Mobile Banking,Ahmedabad,8,17631.66,0,0.0,0.0,0,0,25.05
2026-03-04,Mobile Banking,Bengaluru,7,32535.76,0,0.0,0.0,0,1,42.69
2026-03-04,Mobile Banking,Chennai,4,14963.91,0,0.0,0.0,0,0,40.95
2026-03-04,Mobile Banking,Delhi,7,202379.91,1,192012.96,14.286,1,0,36.34
2026-03-04,Mobile Banking,Hyderabad,3,12576.53,0,0.0,0.0,0,0,33.93
2026-03-04,Mobile Banking,Jaipur,2,15520.41,0,0.0,0.0,0,0,43.3
2026-03-04,Mobile Banking,Kochi,4,13778.15,0,0.0,0.0,0,0,31.07
2026-03-04,Mobile Banking,Kolkata,7,12790.61,0,0.0,0.0,0,0,23.9
2026-03-04,Mobile Banking,Mumbai,4,4391.66,0,0.0,0.0,0,0,23.9
2026-03-04,Mobile Banking,Pune,3,2813.96,0,0.0,0.0,0,0,17.37
2026-03-04,NEFT,Ahmedabad,3,3958.01,0,0.0,0.0,0,0,24.1
2026-03-04,NEFT,Bengaluru,2,7267.79,0,0.0,0.0,0,0,36.6
2026-03-04,NEFT,Chennai,4,14881.9,0,0.0,0.0,0,0,25.48
2026-03-04,NEFT,Delhi,1,783.43,0,0.0,0.0,0,0,19.2
2026-03-04,NEFT,Jaipur,2,1471.95,0,0.0,0.0,0,0,32.2
2026-03-04,NEFT,Kochi,2,799.38,0,0.0,0.0,0,0,7.85
2026-03-04,NEFT,Kolkata,2,2034.05,0,0.0,0.0,0,0,38.0
2026-03-04,NEFT,Mumbai,2,17809.99,0,0.0,0.0,0,0,46.3
2026-03-04,NEFT,Pune,3,2797.62,0,0.0,0.0,0,0,40.0
2026-03-04,POS,Ahmedabad,8,11915.38,0,0.0,0.0,0,0,21.34
2026-03-04,POS,Bengaluru,4,10382.04,0,0.0,0.0,0,0,41.4
2026-03-04,POS,Chennai,6,7553.01,0,0.0,0.0,0,0,33.28
2026-03-04,POS,Delhi,3,47818.41,0,0.0,0.0,0,0,38.8
2026-03-04,POS,Hyderabad,3,7682.18,0,0.0,0.0,0,0,15.87
2026-03-04,POS,Jaipur,2,1820.5,0,0.0,0.0,0,0,25.8
2026-03-04,POS,Kochi,6,17901.99,0,0.0,0.0,0,0,33.18
2026-03-04,POS,Kolkata,4,56663.59,1,51176.26,25.0,0,0,33.1
2026-03-04,POS,Mumbai,2,1746.37,0,0.0,0.0,0,0,27.45
2026-03-04,POS,Pune,2,1218.47,0,0.0,0.0,0,0,19.2
2026-03-04,RTGS,Ahmedabad,1,1087032.27,0,0.0,0.0,0,0,53.3
2026-03-04,RTGS,Bengaluru,5,3191866.92,0,0.0,0.0,0,0,46.16
2026-03-04,RTGS,Chennai,1,1341189.33,0,0.0,0.0,0,0,33.0
2026-03-04,RTGS,Delhi,2,603441.44,0,0.0,0.0,0,0,43.0
2026-03-04,RTGS,Hyderabad,1,393053.38,0,0.0,0.0,0,0,52.5
2026-03-04,RTGS,Kochi,1,1430953.61,0,0.0,0.0,0,1,66.5
2026-03-04,RTGS,Kolkata,3,2221525.31,0,0.0,0.0,0,0,44.43
2026-03-04,UPI,Ahmedabad,3,4939.13,0,0.0,0.0,0,0,27.4
2026-03-04,UPI,Bengaluru,10,18222.27,0,0.0,0.0,0,0,27.68
2026-03-04,UPI,Chennai,8,24397.92,0,0.0,0.0,0,0,33.36
2026-03-04,UPI,Delhi,9,11917.97,0,0.0,0.0,0,0,23.99
2026-03-04,UPI,Hyderabad,4,7548.23,0,0.0,0.0,0,0,38.95
2026-03-04,UPI,Jaipur,6,30815.75,0,0.0,0.0,0,0,33.27
2026-03-04,UPI,Kochi,5,12340.21,0,0.0,0.0,0,0,36.22
2026-03-04,UPI,Kolkata,6,12000.02,0,0.0,0.0,0,0,25.93
2026-03-04,UPI,Mumbai,4,9504.33,0,0.0,0.0,0,0,26.2
2026-03-04,UPI,Pune,7,11910.89,1,1271.37,14.286,1,0,38.17
2026-03-05,ATM,Ahmedabad,4,4236.34,0,0.0,0.0,0,0,29.07
2026-03-05,ATM,Bengaluru,6,7315.41,0,0.0,0.0,0,0,25.83
2026-03-05,ATM,Chennai,1,1213.06,0,0.0,0.0,0,0,24.0
2026-03-05,ATM,Delhi,2,4572.37,0,0.0,0.0,0,0,22.85
2026-03-05,ATM,Hyderabad,2,1791.7,0,0.0,0.0,0,0,30.35
2026-03-05,ATM,Jaipur,2,13594.45,0,0.0,0.0,0,0,20.8
2026-03-05,ATM,Kolkata,4,21305.36,0,0.0,0.0,0,0,26.9
2026-03-05,ATM,Mumbai,4,8063.19,0,0.0,0.0,0,0,27.4
2026-03-05,ATM,Pune,4,29365.75,0,0.0,0.0,0,0,34.75
2026-03-05,Branch,Ahmedabad,2,5682.23,0,0.0,0.0,0,0,33.15
2026-03-05,Branch,Bengaluru,1,1178.92,0,0.0,0.0,0,1,68.8
2026-03-05,Branch,Chennai,1,1212.65,0,0.0,0.0,0,0,35.9
2026-03-05,Branch,Jaipur,2,9601.08,0,0.0,0.0,0,0,24.15
2026-03-05,Branch,Kochi,1,4232.72,0,0.0,0.0,0,0,51.2
2026-03-05,Branch,Kolkata,1,690.78,0,0.0,0.0,0,0,59.9
2026-03-05,Branch,Mumbai,1,194.9,0,0.0,0.0,0,0,10.6
2026-03-05,IMPS,Ahmedabad,4,9218.17,0,0.0,0.0,0,0,31.18
2026-03-05,IMPS,Bengaluru,3,9260.24,0,0.0,0.0,0,0,35.73
2026-03-05,IMPS,Chennai,1,2884.83,0,0.0,0.0,0,0,17.2
2026-03-05,IMPS,Delhi,1,1769.96,0,0.0,0.0,0,0,54.5
2026-03-05,IMPS,Hyderabad,5,10234.86,0,0.0,0.0,0,0,36.2
2026-03-05,IMPS,Jaipur,3,12233.14,0,0.0,0.0,0,1,41.5
2026-03-05,IMPS,Kochi,1,905.71,0,0.0,0.0,0,0,33.1
2026-03-05,IMPS,Kolkata,1,799.62,0,0.0,0.0,0,0,16.9
2026-03-05,IMPS,Mumbai,3,6887.87,0,0.0,0.0,0,0,24.77
2026-03-05,IMPS,Pune,3,2705.11,0,0.0,0.0,0,0,25.43
2026-03-05,Internet Banking,Ahmedabad,2,5829.29,0,0.0,0.0,0,0,26.35
2026-03-05,Internet Banking,Bengaluru,7,60828.17,0,0.0,0.0,0,0,33.7
2026-03-05,Internet Banking,Chennai,4,5888.61,0,0.0,0.0,0,0,29.05
2026-03-05,Internet Banking,Delhi,4,9251.42,0,0.0,0.0,0,0,17.15
2026-03-05,Internet Banking,Hyderabad,3,23662.44,0,0.0,0.0,0,0,29.1
2026-03-05,Internet Banking,Jaipur,1,1261.43,0,0.0,0.0,0,0,6.2
2026-03-05,Internet Banking,Kochi,5,40480.22,0,0.0,0.0,0,1,35.68
2026-03-05,Internet Banking,Kolkata,3,5626.22,0,0.0,0.0,0,0,35.3
2026-03-05,Internet Banking,Mumbai,4,8944.92,0,0.0,0.0,0,0,20.6
2026-03-05,Internet Banking,Pune,3,11026.67,0,0.0,0.0,0,0,28.13
2026-03-05,Mobile Banking,Ahmedabad,2,10326.25,0,0.0,0.0,0,0,39.4
