transaction_id,transaction_ts,customer_id,account_id,channel,transaction_type,amount_inr,currency,merchant_id,merchant_category,city,state,latitude,longitude,device_id,device_trust_status,ip_address,txn_count_1h,unusual_hour_flag,distance_from_home_km,amount_deviation_score,fraud_risk_score,decision,transaction_status,is_fraud,fraud_type,rrn
TXN000000213,2026-03-08 04:28:00,CUST000348,ACC00000348,POS,Debit,116.0,INR,MER00019,Electronics,Chennai,Tamil Nadu,13.08932,80.29941,DEV00034802,Trusted,172.213.0.182,3,1,0,0.008,30.7,APPROVE,SUCCESS,0,NONE,RRN38768985865
TXN000040424,2026-03-08 04:41:04,CUST001324,ACC00001324,NEFT,Debit,3668.58,INR,MER00231,Travel,Bengaluru,Karnataka,12.97988,77.58122,DEV00132403,Known,172.174.161.185,4,1,0,6.469,54.0,APPROVE,SUCCESS,0,NONE,RRN24962080199
TXN000038362,2026-03-08 04:44:36,CUST000502,ACC00000502,POS,Debit,1431.23,INR,MER00399,Grocery,Ahmedabad,Gujarat,23.0374,72.57352,DEV00050202,New,172.112.153.23,1,1,0,0.188,51.7,APPROVE,SUCCESS,0,NONE,RRN48676697650
TXN000043997,2026-03-08 04:50:03,CUST001194,ACC00001194,POS,Debit,1375.27,INR,MER00481,Restaurants,Hyderabad,Telangana,17.37936,78.49794,DEV00119401,New,172.247.175.227,1,1,0,0.175,47.1,APPROVE,SUCCESS,0,NONE,RRN35987465033
TXN000032715,2026-03-08 04:59:30,CUST001973,ACC00001973,UPI,Debit,586.82,INR,MER00440,Electronics,Chennai,Tamil Nadu,13.08718,80.25498,DEV00197302,New,172.215.130.107,0,1,0,0.176,44.2,APPROVE,SUCCESS,0,NONE,RRN37702944411
TXN000012827,2026-03-08 05:02:07,CUST000122,ACC00000122,POS,Debit,1144.07,INR,MER00415,Fuel,Hyderabad,Telangana,17.41231,78.49569,DEV00012202,Trusted,172.77.51.141,3,0,0,0.914,24.1,APPROVE,SUCCESS,0,NONE,RRN89544554710
TXN000002423,2026-03-08 05:06:51,CUST000710,ACC00000710,Mobile Banking,Debit,3366.83,INR,MER00185,Restaurants,Bengaluru,Karnataka,12.95008,77.58076,DEV00071002,Known,172.173.9.182,0,0,0,0.57,10.9,APPROVE,SUCCESS,0,NONE,RRN93768805963
TXN000026145,2026-03-08 05:07:37,CUST001073,ACC00001073,NEFT,Debit,6837.58,INR,MER00124,Restaurants,Jaipur,Rajasthan,26.89726,75.77414,DEV00107302,Known,172.145.104.165,3,0,0,0.457,14.8,APPROVE,SUCCESS,0,NONE,RRN66231350482
TXN000036643,2026-03-08 05:07:37,CUST001159,ACC00001159,Mobile Banking,Debit,12052.24,INR,MER00172,Utilities,Pune,Maharashtra,18.51823,73.88451,DEV00115901,New,172.143.146.204,4,0,0,4.654,54.0,APPROVE,SUCCESS,0,NONE,RRN95426282832
TXN000047537,2026-03-08 05:08:20,CUST001919,ACC00001919,ATM,Debit,2872.48,INR,CASH,Cash Withdrawal,Bengaluru,Karnataka,12.95867,77.60011,DEV00191901,Trusted,172.37.190.47,4,0,0,1.58,34.8,APPROVE,SUCCESS,0,NONE,RRN15870276019
TXN000015222,2026-03-08 05:16:51,CUST001191,ACC00001191,POS,Debit,1790.39,INR,MER00481,Restaurants,Kochi,Kerala,9.93554,76.26341,DEV00119102,New,172.222.60.101,4,0,0,9.482,59.9,APPROVE,SUCCESS,0,NONE,RRN94800901119
TXN000022453,2026-03-08 05:19:20,CUST000295,ACC00000295,POS,Debit,5539.41,INR,MER00478,Travel,Hyderabad,Telangana,17.36383,78.46909,DEV00029501,Trusted,172.203.89.22,2,0,0,2.765,28.2,APPROVE,SUCCESS,0,NONE,RRN27952420073
TXN000041550,2026-03-08 05:20:08,CUST000519,ACC00000519,NEFT,Debit,841.57,INR,MER00011,Healthcare,Ahmedabad,Gujarat,23.04206,72.56693,DEV00051901,Trusted,172.50.166.126,4,0,0,0.778,28.5,APPROVE,SUCCESS,0,NONE,RRN46241044393
TXN000021845,2026-03-08 05:22:33,CUST000778,ACC00000778,Internet Banking,Debit,6518.8,INR,MER00180,Utilities,Kolkata,West Bengal,22.5904,88.34562,DEV00077801,New,172.95.87.116,0,0,0,1.328,41.5,APPROVE,SUCCESS,0,NONE,RRN16277689710
TXN000020129,2026-03-08 05:32:33,CUST001008,ACC00001008,Branch,Debit,2540.76,INR,MER00405,Jewellery,Hyderabad,Telangana,17.39793,78.45761,DEV00100801,Known,172.129.80.178,4,0,0,0.33,19.7,APPROVE,SUCCESS,0,NONE,RRN88430690555
TXN000039085,2026-03-08 05:36:36,CUST000519,ACC00000519,IMPS,Debit,7729.17,INR,MER00050,Restaurants,Ahmedabad,Gujarat,22.99297,72.59623,DEV00051901,Trusted,172.85.156.195,3,0,0,7.142,34.4,APPROVE,SUCCESS,0,NONE,RRN51715190305
TXN000047237,2026-03-08 05:39:42,CUST000960,ACC00000960,POS,Debit,472.95,INR,MER00420,Education,Delhi,Delhi,28.61888,77.23831,DEV00096001,Trusted,172.237.188.219,0,0,0,0.156,8.9,APPROVE,SUCCESS,0,NONE,RRN25534576167
TXN000014101,2026-03-08 05:50:02,CUST001363,ACC00001363,Branch,Debit,1254.29,INR,MER00098,Education,Chennai,Tamil Nadu,13.08592,80.2897,DEV00136302,Trusted,172.101.56.247,3,0,0,0.766,23.5,APPROVE,SUCCESS,0,NONE,RRN75739038479
TXN000029528,2026-03-08 05:50:09,CUST001800,ACC00001800,POS,Debit,1174.88,INR,MER00287,Grocery,Pune,Maharashtra,18.509,73.8847,DEV00180002,Known,172.28.118.109,1,0,0,0.755,17.2,APPROVE,SUCCESS,0,NONE,RRN84473766111
TXN000046055,2026-03-08 05:50:51,CUST000820,ACC00000820,UPI,Debit,526.27,INR,MER00005,Grocery,Ahmedabad,Gujarat,23.05025,72.59725,DEV00082001,Trusted,172.55.184.161,1,0,0,0.071,13.8,APPROVE,SUCCESS,0,NONE,RRN72807646954
TXN000022761,2026-03-08 05:54:18,CUST000101,ACC00000101,RTGS,Debit,1487089.44,INR,MER00002,Healthcare,Pune,Maharashtra,18.5288,73.85143,DEV00010101,Trusted,172.11.91.22,3,0,0,2151.389,37.2,APPROVE,SUCCESS,0,NONE,RRN27026928553
TXN000001337,2026-03-08 06:10:55,CUST000060,ACC00000060,IMPS,Debit,2034.7,INR,MER00170,Restaurants,Pune,Maharashtra,18.5346,73.8767,DEV00006001,Trusted,172.87.5.197,1,0,0,0.932,18.7,APPROVE,SUCCESS,0,NONE,RRN99644960246
TXN000034683,2026-03-08 06:19:48,CUST001030,ACC00001030,ATM,Debit,1153.38,INR,CASH,Cash Withdrawal,Pune,Maharashtra,18.54406,73.88233,DEV00103001,Trusted,172.183.138.177,0,0,0,0.181,5.1,APPROVE,SUCCESS,0,NONE,RRN90278677295
TXN000003098,2026-03-08 06:20:07,CUST000222,ACC00000222,Mobile Banking,Debit,174.92,INR,MER00437,Fuel,Pune,Maharashtra,18.50196,73.86057,DEV00022202,New,172.98.12.148,0,0,0,0.012,31.2,APPROVE,SUCCESS,0,NONE,RRN81630576502
TXN000000040,2026-03-08 06:22:04,CUST000596,ACC00000596,Mobile Banking,Debit,1143.01,INR,MER00246,Utilities,Kochi,Kerala,9.93451,76.29565,DEV00059602,Trusted,172.40.0.176,3,0,0,1.15,23.5,APPROVE,SUCCESS,0,NONE,RRN29905462938
TXN000002150,2026-03-08 06:28:55,CUST000548,ACC00000548,IMPS,Debit,2032.27,INR,MER00217,E-commerce,Chennai,Tamil Nadu,13.08997,80.2763,DEV00054801,Trusted,172.150.8.42,0,0,0,0.542,16.0,APPROVE,SUCCESS,0,NONE,RRN52970164702
TXN000030281,2026-03-08 06:39:56,CUST000815,ACC00000815,UPI,Debit,3866.95,INR,MER00446,Utilities,Hyderabad,Telangana,17.40681,78.46892,DEV00081502,Known,172.31.121.224,4,0,0,1.066,28.6,APPROVE,SUCCESS,0,NONE,RRN59504574803
TXN000043892,2026-03-08 06:43:25,CUST001125,ACC00001125,POS,Debit,1365.35,INR,MER00443,Jewellery,Mumbai,Maharashtra,19.06242,72.87642,DEV00112501,Trusted,172.142.175.195,1,0,0,0.681,16.3,APPROVE,SUCCESS,0,NONE,RRN46480077119
TXN000024672,2026-03-08 06:43:50,CUST001309,ACC00001309,Mobile Banking,Debit,3025.39,INR,MER00043,Grocery,Mumbai,Maharashtra,19.09728,72.85035,DEV00130901,New,172.172.98.244,3,0,0,3.452,58.7,APPROVE,SUCCESS,0,NONE,RRN81741380005
TXN000007430,2026-03-08 06:47:54,CUST000058,ACC00000058,Mobile Banking,Debit,2252.07,INR,MER00050,Restaurants,Jaipur,Rajasthan,26.9167,75.78735,DEV00005802,Trusted,172.180.29.190,1,0,0,0.226,12.3,APPROVE,SUCCESS,0,NONE,RRN10679866442
TXN000013862,2026-03-08 06:54:45,CUST001054,ACC00001054,RTGS,Debit,1340477.53,INR,MER00067,Travel,Jaipur,Rajasthan,26.94171,75.78787,DEV00105402,New,172.112.55.7,4,0,0,155.332,58.8,APPROVE,SUCCESS,0,NONE,RRN27562249829
TXN000024293,2026-03-08 07:09:27,CUST001036,ACC00001036,IMPS,Debit,1955.26,INR,MER00396,E-commerce,Jaipur,Rajasthan,26.93336,75.81678,DEV00103603,Trusted,172.43.97.245,3,0,0,3.128,38.0,APPROVE,SUCCESS,0,NONE,RRN87813561651
TXN000022720,2026-03-08 07:10:59,CUST000343,ACC00000343,IMPS,Debit,917.71,INR,MER00294,Education,Delhi,Delhi,28.61118,77.21691,DEV00034302,Trusted,172.220.90.158,0,0,0,0.381,8.5,APPROVE,SUCCESS,0,NONE,RRN85295729765
TXN000028504,2026-03-08 07:13:33,CUST001720,ACC00001720,Internet Banking,Debit,775.14,INR,MER00364,Utilities,Chennai,Tamil Nadu,13.08561,80.28426,DEV00172001,Trusted,172.4.114.237,3,0,0,2.459,37.1,APPROVE,SUCCESS,0,NONE,RRN80192290916
TXN000045286,2026-03-08 07:14:05,CUST000474,ACC00000474,Mobile Banking,Debit,16786.93,INR,MER00251,E-commerce,Kochi,Kerala,9.92234,76.25987,DEV00047402,Trusted,172.36.181.139,2,0,0,1.987,35.3,APPROVE,SUCCESS,0,NONE,RRN38635045858
TXN000035680,2026-03-08 07:15:41,CUST000787,ACC00000787,POS,Debit,1294.95,INR,MER00049,Electronics,Delhi,Delhi,28.5863,77.19787,DEV00078702,Trusted,172.180.142.241,2,0,0,0.472,15.6,APPROVE,SUCCESS,0,NONE,RRN38201699231
TXN000015252,2026-03-08 07:36:54,CUST000033,ACC00000033,NEFT,Debit,1262.4,INR,MER00283,Grocery,Hyderabad,Telangana,17.37518,78.46172,DEV00003301,Known,172.2.61.214,4,0,0,0.084,18.1,APPROVE,SUCCESS,0,NONE,RRN79958774064
TXN000028591,2026-03-08 07:40:11,CUST001154,ACC00001154,ATM,Debit,334.24,INR,CASH,Cash Withdrawal,Kochi,Kerala,9.90479,76.2967,DEV00115401,Trusted,172.91.114.38,0,0,0,0.723,12.7,APPROVE,SUCCESS,0,NONE,RRN61649254172
TXN000001695,2026-03-08 07:48:06,CUST000968,ACC00000968,POS,Debit,1963.46,INR,MER00044,Grocery,Pune,Maharashtra,18.49485,73.85311,DEV00096802,Trusted,172.195.6.36,3,0,0,1.01,23.9,APPROVE,SUCCESS,0,NONE,RRN67003506488
TXN000010548,2026-03-08 07:49:13,CUST000786,ACC00000786,POS,Debit,1250.0,INR,MER00497,Grocery,Pune,Maharashtra,18.52467,73.83969,DEV00078601,Known,172.48.42.181,1,0,0,1.071,18.2,APPROVE,SUCCESS,0,NONE,RRN63406690311
TXN000019536,2026-03-08 08:10:38,CUST001740,ACC00001740,UPI,Debit,367.2,INR,MER00057,Travel,Jaipur,Rajasthan,26.89855,75.78541,DEV00174002,Known,172.36.78.133,4,0,0,0.189,20.3,APPROVE,SUCCESS,0,NONE,RRN38747431795
TXN000010834,2026-03-08 08:13:46,CUST000629,ACC00000629,Mobile Banking,Debit,2725.06,INR,MER00449,Utilities,Ahmedabad,Gujarat,23.04439,72.59701,DEV00062901,Trusted,172.84.43.203,2,0,0,3.652,29.7,APPROVE,SUCCESS,0,NONE,RRN93562227568
TXN000011687,2026-03-08 08:15:37,CUST000293,ACC00000293,IMPS,Debit,917.63,INR,MER00004,Grocery,Mumbai,Maharashtra,19.08152,72.85551,DEV00029301,Known,172.187.46.39,1,0,0,2.581,26.4,APPROVE,SUCCESS,0,NONE,RRN52073233376
TXN000017615,2026-03-08 08:19:30,CUST000043,ACC00000043,Mobile Banking,Debit,2034.42,INR,MER00082,Education,Ahmedabad,Gujarat,23.00726,72.55491,DEV00004301,Trusted,172.115.70.143,0,0,0,1.563,22.9,APPROVE,SUCCESS,0,NONE,RRN42031236743
TXN000033494,2026-03-08 08:22:05,CUST001361,ACC00001361,Mobile Banking,Debit,1781.67,INR,MER00492,Jewellery,Kochi,Kerala,9.91619,76.25958,DEV00136101,New,172.244.133.96,1,0,0,0.359,34.9,APPROVE,SUCCESS,0,NONE,RRN24167694474
TXN000006634,2026-03-08 08:25:23,CUST000621,ACC00000621,Internet Banking,Debit,2514.63,INR,MER00273,E-commerce,Pune,Maharashtra,18.51474,73.8421,DEV00062101,New,172.134.26.61,0,0,0,2.19,51.4,APPROVE,SUCCESS,0,NONE,RRN97211983068
TXN000023412,2026-03-08 08:32:12,CUST001181,ACC00001181,POS,Debit,550.97,INR,MER00459,Restaurants,Delhi,Delhi,28.608,77.205,DEV00118101,Known,172.162.93.170,3,0,0,0.153,17.0,APPROVE,SUCCESS,0,NONE,RRN55545732421
TXN000023363,2026-03-08 08:34:26,CUST000836,ACC00000836,ATM,Debit,1915.43,INR,CASH,Cash Withdrawal,Jaipur,Rajasthan,26.94096,75.78343,DEV00083602,Trusted,172.113.93.76,3,0,0,1.674,29.0,APPROVE,SUCCESS,0,NONE,RRN21892303734
TXN000015695,2026-03-08 08:37:04,CUST000087,ACC00000087,Internet Banking,Debit,651.9,INR,MER00366,Fuel,Kochi,Kerala,9.92351,76.25473,DEV00008702,New,172.195.62.137,4,0,0,0.458,36.1,APPROVE,SUCCESS,0,NONE,RRN49785759358
TXN000000103,2026-03-08 08:40:13,CUST001465,ACC00001465,IMPS,Debit,1708.21,INR,MER00374,Travel,Pune,Maharashtra,18.51808,73.84155,DEV00146501,Known,172.103.0.177,3,0,0,1.027,25.2,APPROVE,SUCCESS,0,NONE,RRN20182107602
TXN000003343,2026-03-08 08:44:16,CUST001826,ACC00001826,UPI,Debit,358.9,INR,MER00265,Electronics,Pune,Maharashtra,18.50268,73.84988,DEV00182601,Known,172.93.13.110,3,0,0,0.021,12.4,APPROVE,SUCCESS,0,NONE,RRN18741608465
TXN000008775,2026-03-08 08:44:40,CUST001212,ACC00001212,Internet Banking,Debit,103239.65,INR,MER00064,Electronics,Bengaluru,Karnataka,12.97349,77.60128,DEV00121202,New,172.25.35.85,3,0,0,41.97,74.0,CHALLENGE,SUCCESS,1,MERCHANT_COLLUSION,RRN31323042797
TXN000046300,2026-03-08 08:46:25,CUST001973,ACC00001973,Internet Banking,Debit,1586.09,INR,MER00453,Fuel,Chennai,Tamil Nadu,13.09613,80.29581,DEV00197301,Trusted,172.50.185.221,2,0,0,0.477,15.3,APPROVE,SUCCESS,0,NONE,RRN68740541344
TXN000003372,2026-03-08 08:47:03,CUST000322,ACC00000322,UPI,Debit,3543.72,INR,MER00308,Utilities,Pune,Maharashtra,18.49074,73.86836,DEV00032201,Trusted,172.122.13.249,3,0,0,0.808,17.3,APPROVE,SUCCESS,0,NONE,RRN34882588155
TXN000035818,2026-03-08 08:47:24,CUST000160,ACC00000160,ATM,Debit,395.14,INR,CASH,Cash Withdrawal,Chennai,Tamil Nadu,13.09019,80.29906,DEV00016001,Known,172.68.143.228,1,0,0,0.453,14.5,APPROVE,SUCCESS,0,NONE,RRN10908079679
TXN000015496,2026-03-08 08:52:28,CUST001981,ACC00001981,POS,Debit,250.84,INR,MER00440,Electronics,Pune,Maharashtra,18.52619,73.84359,DEV00198101,Known,172.246.61.210,4,0,0,0.142,21.9,APPROVE,SUCCESS,0,NONE,RRN37989354876
TXN000033256,2026-03-08 08:57:55,CUST001289,ACC00001289,POS,Debit,590.55,INR,MER00087,Education,Hyderabad,Telangana,17.41253,78.48795,DEV00128901,Trusted,172.6.133.250,1,0,0,0.812,19.6,APPROVE,SUCCESS,0,NONE,RRN15019982510
TXN000023883,2026-03-08 08:57:58,CUST000830,ACC00000830,Internet Banking,Debit,623.72,INR,MER00178,Utilities,Bengaluru,Karnataka,12.99377,77.58778,DEV00083001,New,172.133.95.108,3,0,0,0.748,40.4,APPROVE,SUCCESS,0,NONE,RRN29861729001
TXN000017493,2026-03-08 09:02:14,CUST001651,ACC00001651,IMPS,Debit,979.11,INR,MER00468,Gaming,Pune,Maharashtra,18.50244,73.87938,DEV00165101,Trusted,172.243.69.81,3,0,0,1.322,22.6,APPROVE,SUCCESS,0,NONE,RRN98091450795
TXN000045130,2026-03-08 09:10:46,CUST000173,ACC00000173,NEFT,Debit,1000.7,INR,MER00278,Restaurants,Kochi,Kerala,9.95584,76.2839,DEV00017301,New,172.130.180.186,1,0,0,0.497,39.9,APPROVE,SUCCESS,0,NONE,RRN35665604482
TXN000031402,2026-03-08 09:10:54,CUST000740,ACC00000740,NEFT,Debit,1578.31,INR,MER00371,E-commerce,Kolkata,West Bengal,22.54295,88.3359,DEV00074001,New,172.152.125.32,0,0,0,0.777,34.9,APPROVE,SUCCESS,0,NONE,RRN86303665948
TXN000014295,2026-03-08 09:17:38,CUST000603,ACC00000603,Mobile Banking,Debit,861.17,INR,MER00005,Grocery,Delhi,Delhi,28.62789,77.23233,DEV00060301,Trusted,172.45.57.191,0,0,0,0.263,7.3,APPROVE,SUCCESS,0,NONE,RRN64794463947
TXN000016011,2026-03-08 09:18:51,CUST000842,ACC00000842,UPI,Debit,4762.68,INR,MER00041,Restaurants,Pune,Maharashtra,18.53913,73.83822,DEV00084201,Known,172.11.64.208,2,0,0,10.098,34.3,APPROVE,SUCCESS,0,NONE,RRN34839918309
TXN000020232,2026-03-08 09:20:05,CUST000620,ACC00000620,UPI,Debit,1137.09,INR,MER00323,Jewellery,Mumbai,Maharashtra,19.05512,72.8669,DEV00062001,New,172.232.80.51,3,0,0,0.407,40.5,APPROVE,SUCCESS,0,NONE,RRN47208823855
TXN000001072,2026-03-08 09:22:48,CUST000062,ACC00000062,Internet Banking,Debit,642.78,INR,MER00072,Restaurants,Bengaluru,Karnataka,12.96445,77.5781,DEV00006201,New,172.72.4.10,0,0,0,0.478,30.2,APPROVE,SUCCESS,0,NONE,RRN42537948769
TXN000042755,2026-03-08 09:24:38,CUST001810,ACC00001810,POS,Debit,966.34,INR,MER00357,E-commerce,Kochi,Kerala,9.92619,76.26458,DEV00181001,Known,172.5.171.51,1,0,0,0.147,10.3,APPROVE,SUCCESS,0,NONE,RRN92514131102
TXN000022135,2026-03-08 09:29:42,CUST001808,ACC00001808,UPI,Debit,2745.83,INR,MER00174,E-commerce,Jaipur,Rajasthan,26.9207,75.77104,DEV00180801,Trusted,172.135.88.207,0,0,0,2.721,32.2,APPROVE,SUCCESS,0,NONE,RRN56588754472
TXN000045586,2026-03-08 09:34:38,CUST001694,ACC00001694,Internet Banking,Debit,361.46,INR,MER00024,Fuel,Hyderabad,Telangana,17.40119,78.50953,DEV00169401,Known,172.86.182.119,3,0,0,0.165,14.6,APPROVE,SUCCESS,0,NONE,RRN84666712294
TXN000000155,2026-03-08 09:36:07,CUST001519,ACC00001519,POS,Debit,1015.73,INR,MER00039,Healthcare,Bengaluru,Karnataka,12.97292,77.61178,DEV00151901,Trusted,172.155.0.51,1,0,0,0.657,13.4,APPROVE,SUCCESS,0,NONE,RRN36727956929
TXN000019588,2026-03-08 09:40:23,CUST000234,ACC00000234,POS,Debit,318884.25,INR,MER00403,Travel,Kolkata,West Bengal,22.59543,88.37866,DEV00023401,Trusted,172.88.78.45,1,0,0,260.726,50.0,APPROVE,SUCCESS,1,MULE_TRANSFER,RRN96418510339
TXN000023487,2026-03-08 09:47:26,CUST000149,ACC00000149,Internet Banking,Debit,9453.35,INR,MER00050,Restaurants,Kolkata,West Bengal,22.54957,88.33661,DEV00014902,Trusted,172.237.93.50,2,0,0,3.552,33.3,APPROVE,SUCCESS,0,NONE,RRN25775961378
TXN000046888,2026-03-08 09:51:31,CUST001085,ACC00001085,Mobile Banking,Debit,1168.66,INR,MER00025,Jewellery,Jaipur,Rajasthan,26.91396,75.7811,DEV00108501,Trusted,172.138.187.245,1,0,0,0.672,11.9,APPROVE,SUCCESS,0,NONE,RRN68446576142
TXN000019045,2026-03-08 09:56:00,CUST000100,ACC00000100,NEFT,Debit,4418.86,INR,MER00143,Fuel,Jaipur,Rajasthan,26.93515,75.78175,DEV00010001,Known,172.45.76.245,2,0,0,0.623,17.6,APPROVE,SUCCESS,0,NONE,RRN17091221614
TXN000032522,2026-03-08 09:56:29,CUST000327,ACC00000327,Mobile Banking,Debit,1575.85,INR,MER00433,Healthcare,Ahmedabad,Gujarat,23.03429,72.55391,DEV00032701,Known,172.22.130.195,1,0,0,0.241,10.1,APPROVE,SUCCESS,0,NONE,RRN75767191172
TXN000047169,2026-03-08 10:02:28,CUST001331,ACC00001331,Internet Banking,Debit,2620.24,INR,MER00362,Education,Mumbai,Maharashtra,19.08704,72.88525,DEV00133101,Known,172.169.188.108,2,0,0,1.655,30.4,APPROVE,SUCCESS,0,NONE,RRN24401983972
TXN000040189,2026-03-08 10:09:41,CUST000510,ACC00000510,NEFT,Debit,2245.81,INR,MER00488,Grocery,Delhi,Delhi,28.63853,77.18256,DEV00051001,Known,172.189.160.37,2,0,0,0.111,16.2,APPROVE,SUCCESS,0,NONE,RRN65388535556
TXN000043546,2026-03-08 10:10:31,CUST001010,ACC00001010,UPI,Debit,3715.72,INR,MER00122,Utilities,Bengaluru,Karnataka,12.9489,77.57922,DEV00101001,Trusted,172.46.174.45,4,0,0,0.214,17.8,APPROVE,SUCCESS,0,NONE,RRN79561493844
TXN000027740,2026-03-08 10:11:11,CUST001123,ACC00001123,RTGS,Debit,402359.38,INR,MER00450,Healthcare,Mumbai,Maharashtra,19.06505,72.89875,DEV00112301,New,172.240.110.216,3,0,0,53.85,57.6,APPROVE,SUCCESS,0,NONE,RRN59357988445
TXN000041498,2026-03-08 10:15:48,CUST000795,ACC00000795,Mobile Banking,Debit,4383.56,INR,MER00472,Grocery,Delhi,Delhi,28.63,77.18154,DEV00079501,Trusted,172.248.165.83,3,0,0,1.618,31.8,APPROVE,SUCCESS,0,NONE,RRN78093141619
TXN000005437,2026-03-08 10:17:43,CUST000595,ACC00000595,Branch,Debit,457.17,INR,MER00383,E-commerce,Pune,Maharashtra,18.50997,73.8539,DEV00059501,Trusted,172.187.21.175,0,0,0,0.016,9.3,APPROVE,SUCCESS,0,NONE,RRN47004274924
TXN000007165,2026-03-08 10:24:57,CUST000888,ACC00000888,POS,Debit,4249.44,INR,MER00438,Jewellery,Kochi,Kerala,9.90973,76.26586,DEV00088801,New,172.165.28.85,1,0,0,20.321,47.6,APPROVE,SUCCESS,0,NONE,RRN89398492489
TXN000011180,2026-03-08 10:35:25,CUST001482,ACC00001482,UPI,Debit,852.84,INR,MER00229,Restaurants,Chennai,Tamil Nadu,13.09691,80.28431,DEV00148201,Known,172.180.44.143,1,0,0,0.58,17.8,APPROVE,SUCCESS,0,NONE,RRN71208602833
TXN000006270,2026-03-08 10:37:25,CUST000439,ACC00000439,POS,Debit,1159.24,INR,MER00007,E-commerce,Kolkata,West Bengal,22.57068,88.34277,DEV00043901,Known,172.20.25.96,0,0,0,0.663,16.2,APPROVE,SUCCESS,0,NONE,RRN35349733714
TXN000028403,2026-03-08 10:40:03,CUST000517,ACC00000517,Mobile Banking,Debit,1423.28,INR,MER00300,Grocery,Kochi,Kerala,9.90994,76.2554,DEV00051703,New,172.153.113.22,2,0,0,0.168,35.7,APPROVE,SUCCESS,0,NONE,RRN40843107484
TXN000001827,2026-03-08 10:45:57,CUST001864,ACC00001864,UPI,Debit,1992.34,INR,MER00048,Jewellery,Pune,Maharashtra,18.53093,73.8517,DEV00186401,Trusted,172.77.7.177,3,0,0,0.741,18.6,APPROVE,SUCCESS,0,NONE,RRN82845546669
TXN000020267,2026-03-08 10:46:54,CUST001265,ACC00001265,POS,Debit,6091.9,INR,MER00496,Grocery,Kolkata,West Bengal,22.56886,88.3396,DEV00126503,Known,172.17.81.154,3,0,0,18.147,38.6,APPROVE,SUCCESS,0,NONE,RRN30368062927
TXN000030146,2026-03-08 10:50:47,CUST001174,ACC00001174,POS,Debit,577.5,INR,MER00166,Healthcare,Delhi,Delhi,28.58761,77.18794,DEV00117401,Trusted,172.146.120.248,3,0,0,0.081,11.8,APPROVE,SUCCESS,0,NONE,RRN20618684586
TXN000022366,2026-03-08 10:56:22,CUST000637,ACC00000637,Mobile Banking,Debit,306.69,INR,MER00271,Jewellery,Kochi,Kerala,9.931,76.27729,DEV00063701,Known,172.116.89.175,2,0,0,0.187,10.5,APPROVE,SUCCESS,0,NONE,RRN45481854716
TXN000024514,2026-03-08 10:58:11,CUST001977,ACC00001977,POS,Debit,572.45,INR,MER00122,Utilities,Delhi,Delhi,28.62525,77.19301,DEV00197701,New,172.14.98.189,4,0,0,0.297,40.2,APPROVE,SUCCESS,0,NONE,RRN50643853578
TXN000047110,2026-03-08 10:58:41,CUST000282,ACC00000282,UPI,Debit,3141.72,INR,MER00354,Healthcare,Ahmedabad,Gujarat,23.02079,72.58042,DEV00028201,New,172.110.188.89,4,0,0,0.711,41.8,APPROVE,SUCCESS,0,NONE,RRN28668077673
TXN000006673,2026-03-08 11:04:36,CUST000250,ACC00000250,Branch,Debit,5092.38,INR,MER00379,E-commerce,Ahmedabad,Gujarat,23.00221,72.58073,DEV00025002,Trusted,172.173.26.173,3,0,0,1.755,32.9,APPROVE,SUCCESS,0,NONE,RRN79362105992
TXN000031258,2026-03-08 11:10:24,CUST001240,ACC00001240,POS,Debit,5196.22,INR,MER00057,Travel,Hyderabad,Telangana,17.35611,78.47683,DEV00124003,Trusted,172.8.125.59,2,0,0,1.682,28.4,APPROVE,SUCCESS,0,NONE,RRN64748650657
TXN000022052,2026-03-08 11:20:07,CUST000074,ACC00000074,Internet Banking,Debit,6327.7,INR,MER00417,Travel,Pune,Maharashtra,18.52927,73.86117,DEV00007401,Trusted,172.52.88.57,1,0,0,3.944,31.7,APPROVE,SUCCESS,0,NONE,RRN32856729444
TXN000021304,2026-03-08 11:20:46,CUST001278,ACC00001278,Internet Banking,Debit,244.48,INR,MER00190,E-commerce,Pune,Maharashtra,18.51492,73.83267,DEV00127801,Trusted,172.54.85.33,2,0,0,0.009,15.7,APPROVE,SUCCESS,0,NONE,RRN91822424919
TXN000046615,2026-03-08 11:25:33,CUST001483,ACC00001483,NEFT,Debit,1205.95,INR,MER00308,Utilities,Hyderabad,Telangana,17.39849,78.50791,DEV00148302,Trusted,172.115.186.114,3,0,0,0.526,17.8,APPROVE,SUCCESS,0,NONE,RRN26301959485
TXN000030095,2026-03-08 11:28:28,CUST000671,ACC00000671,POS,Debit,5083.11,INR,MER00360,Jewellery,Chennai,Tamil Nadu,13.06876,80.25463,DEV00067101,Known,172.95.120.151,3,0,0,3.229,33.1,APPROVE,SUCCESS,0,NONE,RRN40586951424
TXN000044145,2026-03-08 11:28:43,CUST000426,ACC00000426,ATM,Debit,418.3,INR,CASH,Cash Withdrawal,Kolkata,West Bengal,22.54523,88.38544,DEV00042601,Known,172.145.176.162,2,0,0,0.038,13.5,APPROVE,SUCCESS,0,NONE,RRN34751296884
