merchant_id,merchant_name,merchant_category,city,state,latitude,longitude,merchant_risk_band,active_flag
MER00248,SYNTHETIC MERCHANT 00248,Grocery,Pune,Maharashtra,18.39352,73.74332,Low,Y
MER00249,SYNTHETIC MERCHANT 00249,Restaurants,Pune,Maharashtra,18.61948,73.82271,Low,N
MER00250,SYNTHETIC MERCHANT 00250,Travel,Chennai,Tamil Nadu,13.13884,80.28318,Low,Y
MER00251,SYNTHETIC MERCHANT 00251,E-commerce,Delhi,Delhi,28.62352,77.37794,Low,Y
MER00252,SYNTHETIC MERCHANT 00252,E-commerce,Delhi,Delhi,28.45667,77.17631,Medium,N
MER00253,SYNTHETIC MERCHANT 00253,Healthcare,Mumbai,Maharashtra,19.27318,72.70982,Low,Y
MER00254,SYNTHETIC MERCHANT 00254,Utilities,Ahmedabad,Gujarat,23.20268,72.41077,Low,N
MER00255,SYNTHETIC MERCHANT 00255,Fuel,Delhi,Delhi,28.52738,77.07584,High,N
MER00256,SYNTHETIC MERCHANT 00256,Restaurants,Kolkata,West Bengal,22.76547,88.27194,Low,Y
MER00257,SYNTHETIC MERCHANT 00257,Travel,Chennai,Tamil Nadu,12.96126,80.11518,High,Y
MER00258,SYNTHETIC MERCHANT 00258,Travel,Ahmedabad,Gujarat,23.11146,72.38701,Low,N
MER00259,SYNTHETIC MERCHANT 00259,Restaurants,Pune,Maharashtra,18.37434,73.86785,Medium,N
MER00260,SYNTHETIC MERCHANT 00260,Healthcare,Jaipur,Rajasthan,26.99839,75.74769,Medium,Y
MER00261,SYNTHETIC MERCHANT 00261,E-commerce,Kolkata,West Bengal,22.55221,88.32641,Low,Y
MER00262,SYNTHETIC MERCHANT 00262,Jewellery,Kochi,Kerala,10.01039,76.2717,Low,N
MER00263,SYNTHETIC MERCHANT 00263,Gaming,Kolkata,West Bengal,22.42269,88.52508,Low,Y
MER00264,SYNTHETIC MERCHANT 00264,Healthcare,Bengaluru,Karnataka,12.90524,77.7099,Low,Y
MER00265,SYNTHETIC MERCHANT 00265,Electronics,Kochi,Kerala,9.96022,76.08923,Low,Y
MER00266,SYNTHETIC MERCHANT 00266,E-commerce,Pune,Maharashtra,18.56676,73.67417,Low,Y
MER00267,SYNTHETIC MERCHANT 00267,Healthcare,Kolkata,West Bengal,22.41429,88.37061,Low,Y
MER00268,SYNTHETIC MERCHANT 00268,Restaurants,Jaipur,Rajasthan,26.98077,75.79755,High,Y
MER00269,SYNTHETIC MERCHANT 00269,Utilities,Delhi,Delhi,28.68046,77.25133,Low,Y
MER00270,SYNTHETIC MERCHANT 00270,Gaming,Kolkata,West Bengal,22.72507,88.33318,Low,N
MER00271,SYNTHETIC MERCHANT 00271,Jewellery,Bengaluru,Karnataka,12.93651,77.56689,Low,Y
MER00272,SYNTHETIC MERCHANT 00272,Restaurants,Kolkata,West Bengal,22.52177,88.27137,Low,Y
MER00273,SYNTHETIC MERCHANT 00273,E-commerce,Delhi,Delhi,28.67463,77.04068,Low,Y
MER00274,SYNTHETIC MERCHANT 00274,Electronics,Pune,Maharashtra,18.51282,73.90746,Low,N
MER00275,SYNTHETIC MERCHANT 00275,Grocery,Mumbai,Maharashtra,19.1679,72.73716,Low,Y
MER00276,SYNTHETIC MERCHANT 00276,Gaming,Pune,Maharashtra,18.65158,73.89089,Low,Y
MER00277,SYNTHETIC MERCHANT 00277,Grocery,Kochi,Kerala,9.95783,76.41016,Low,Y
MER00278,SYNTHETIC MERCHANT 00278,Restaurants,Pune,Maharashtra,18.46265,73.9231,Medium,Y
MER00279,SYNTHETIC MERCHANT 00279,Healthcare,Kolkata,West Bengal,22.7468,88.26335,Low,N
MER00280,SYNTHETIC MERCHANT 00280,Healthcare,Jaipur,Rajasthan,27.05408,75.63942,Low,N
MER00281,SYNTHETIC MERCHANT 00281,Gaming,Chennai,Tamil Nadu,13.15905,80.39246,Low,Y
MER00282,SYNTHETIC MERCHANT 00282,Electronics,Bengaluru,Karnataka,12.90755,77.66451,Low,N
MER00283,SYNTHETIC MERCHANT 00283,Grocery,Delhi,Delhi,28.61353,77.39231,Low,N
MER00284,SYNTHETIC MERCHANT 00284,Education,Pune,Maharashtra,18.64878,74.01709,Low,Y
MER00285,SYNTHETIC MERCHANT 00285,E-commerce,Mumbai,Maharashtra,18.89965,72.89059,Low,Y
MER00286,SYNTHETIC MERCHANT 00286,E-commerce,Hyderabad,Telangana,17.22228,78.55428,Low,Y
MER00287,SYNTHETIC MERCHANT 00287,Grocery,Kolkata,West Bengal,22.75279,88.32676,Low,N
MER00288,SYNTHETIC MERCHANT 00288,Healthcare,Pune,Maharashtra,18.41848,73.98952,Low,N
MER00289,SYNTHETIC MERCHANT 00289,Electronics,Kolkata,West Bengal,22.73965,88.43338,Medium,Y
MER00290,SYNTHETIC MERCHANT 00290,Travel,Kolkata,West Bengal,22.48638,88.51941,Low,Y
MER00291,SYNTHETIC MERCHANT 00291,Fuel,Hyderabad,Telangana,17.58339,78.29265,Low,Y
MER00292,SYNTHETIC MERCHANT 00292,Utilities,Delhi,Delhi,28.62889,77.20841,Low,N
MER00293,SYNTHETIC MERCHANT 00293,Jewellery,Kolkata,West Bengal,22.7454,88.23882,Low,Y
MER00294,SYNTHETIC MERCHANT 00294,Education,Kolkata,West Bengal,22.43806,88.47965,Low,Y
MER00295,SYNTHETIC MERCHANT 00295,Grocery,Delhi,Delhi,28.73623,77.04859,Medium,Y
MER00296,SYNTHETIC MERCHANT 00296,Grocery,Delhi,Delhi,28.77802,77.10744,High,Y
MER00297,SYNTHETIC MERCHANT 00297,E-commerce,Kochi,Kerala,9.91439,76.179,Low,Y
MER00298,SYNTHETIC MERCHANT 00298,Travel,Delhi,Delhi,28.72418,77.39911,Low,Y
MER00299,SYNTHETIC MERCHANT 00299,Gaming,Kolkata,West Bengal,22.55522,88.33533,Medium,N
MER00300,SYNTHETIC MERCHANT 00300,Grocery,Chennai,Tamil Nadu,13.00067,80.41341,Low,N
MER00301,SYNTHETIC MERCHANT 00301,Healthcare,Bengaluru,Karnataka,13.02612,77.70041,Low,N
MER00302,SYNTHETIC MERCHANT 00302,Utilities,Bengaluru,Karnataka,12.85604,77.70402,Low,Y
MER00303,SYNTHETIC MERCHANT 00303,E-commerce,Pune,Maharashtra,18.57153,73.97359,Medium,Y
MER00304,SYNTHETIC MERCHANT 00304,Jewellery,Mumbai,Maharashtra,19.10492,72.90131,Low,Y
MER00305,SYNTHETIC MERCHANT 00305,Utilities,Kochi,Kerala,9.79722,76.29527,Low,Y
MER00306,SYNTHETIC MERCHANT 00306,Fuel,Bengaluru,Karnataka,12.82307,77.44526,Low,Y
MER00307,SYNTHETIC MERCHANT 00307,E-commerce,Kochi,Kerala,10.11904,76.08743,Medium,Y
MER00308,SYNTHETIC MERCHANT 00308,Utilities,Chennai,Tamil Nadu,13.11956,80.07141,Low,N
MER00309,SYNTHETIC MERCHANT 00309,Jewellery,Kochi,Kerala,9.95835,76.21196,Medium,Y
MER00310,SYNTHETIC MERCHANT 00310,Healthcare,Delhi,Delhi,28.68532,77.1493,Low,Y
MER00311,SYNTHETIC MERCHANT 00311,Travel,Bengaluru,Karnataka,12.88633,77.76225,Low,N
MER00312,SYNTHETIC MERCHANT 00312,Utilities,Mumbai,Maharashtra,19.18487,72.84346,Low,Y
MER00313,SYNTHETIC MERCHANT 00313,Jewellery,Delhi,Delhi,28.54541,77.26839,Low,N
MER00314,SYNTHETIC MERCHANT 00314,Gaming,Jaipur,Rajasthan,27.07895,75.93005,Low,N
MER00315,SYNTHETIC MERCHANT 00315,Fuel,Delhi,Delhi,28.47632,77.07442,Low,Y
MER00316,SYNTHETIC MERCHANT 00316,Restaurants,Bengaluru,Karnataka,12.89503,77.45548,High,Y
MER00317,SYNTHETIC MERCHANT 00317,Healthcare,Kolkata,West Bengal,22.47763,88.36221,Low,Y
MER00318,SYNTHETIC MERCHANT 00318,Gaming,Ahmedabad,Gujarat,23.21114,72.39214,Low,Y
MER00319,SYNTHETIC MERCHANT 00319,Grocery,Ahmedabad,Gujarat,23.07119,72.7502,Low,N
MER00320,SYNTHETIC MERCHANT 00320,Restaurants,Bengaluru,Karnataka,13.03909,77.4688,Low,Y
MER00321,SYNTHETIC MERCHANT 00321,Electronics,Delhi,Delhi,28.58487,77.1902,Low,N
MER00322,SYNTHETIC MERCHANT 00322,Utilities,Kochi,Kerala,9.75223,76.36278,Low,Y
MER00323,SYNTHETIC MERCHANT 00323,Jewellery,Ahmedabad,Gujarat,23.19234,72.5709,Low,Y
MER00324,SYNTHETIC MERCHANT 00324,Jewellery,Delhi,Delhi,28.64947,77.18286,Medium,N
MER00325,SYNTHETIC MERCHANT 00325,Fuel,Kochi,Kerala,10.0555,76.18752,Low,Y
MER00326,SYNTHETIC MERCHANT 00326,Utilities,Kochi,Kerala,10.00065,76.46002,Medium,N
MER00327,SYNTHETIC MERCHANT 00327,Electronics,Kochi,Kerala,9.94212,76.22721,Low,Y
MER00328,SYNTHETIC MERCHANT 00328,Restaurants,Hyderabad,Telangana,17.50631,78.42746,Low,Y
MER00329,SYNTHETIC MERCHANT 00329,E-commerce,Bengaluru,Karnataka,13.14301,77.57313,Low,N
MER00330,SYNTHETIC MERCHANT 00330,Education,Hyderabad,Telangana,17.44211,78.58053,Low,Y
MER00331,SYNTHETIC MERCHANT 00331,Gaming,Hyderabad,Telangana,17.36339,78.66301,Low,Y
MER00332,SYNTHETIC MERCHANT 00332,E-commerce,Chennai,Tamil Nadu,13.01449,80.22387,Low,N
MER00333,SYNTHETIC MERCHANT 00333,E-commerce,Hyderabad,Telangana,17.33678,78.53888,Low,Y
MER00334,SYNTHETIC MERCHANT 00334,Grocery,Mumbai,Maharashtra,18.94461,72.88904,Low,Y
MER00335,SYNTHETIC MERCHANT 00335,Gaming,Jaipur,Rajasthan,27.0785,75.93463,Low,Y
MER00336,SYNTHETIC MERCHANT 00336,Fuel,Kolkata,West Bengal,22.6272,88.54082,Low,Y
MER00337,SYNTHETIC MERCHANT 00337,Travel,Pune,Maharashtra,18.35862,73.93677,Low,Y
MER00338,SYNTHETIC MERCHANT 00338,Restaurants,Ahmedabad,Gujarat,23.21701,72.45468,Low,N
MER00339,SYNTHETIC MERCHANT 00339,Gaming,Kochi,Kerala,9.79831,76.4157,Medium,Y
MER00340,SYNTHETIC MERCHANT 00340,Electronics,Pune,Maharashtra,18.39199,74.02103,Low,N
MER00341,SYNTHETIC MERCHANT 00341,Travel,Kolkata,West Bengal,22.40814,88.46264,Low,Y
MER00342,SYNTHETIC MERCHANT 00342,Utilities,Delhi,Delhi,28.6107,77.3527,Low,Y
MER00343,SYNTHETIC MERCHANT 00343,Jewellery,Ahmedabad,Gujarat,22.89963,72.41021,Medium,Y
MER00344,SYNTHETIC MERCHANT 00344,Gaming,Chennai,Tamil Nadu,13.12618,80.39438,Low,N
MER00345,SYNTHETIC MERCHANT 00345,Education,Chennai,Tamil Nadu,13.27033,80.30058,High,N
MER00346,SYNTHETIC MERCHANT 00346,Gaming,Bengaluru,Karnataka,12.87668,77.4756,Low,Y
MER00347,SYNTHETIC MERCHANT 00347,E-commerce,Ahmedabad,Gujarat,23.199,72.40119,Low,Y
MER00348,SYNTHETIC MERCHANT 00348,Utilities,Pune,Maharashtra,18.45297,73.91552,Low,Y
MER00349,SYNTHETIC MERCHANT 00349,Electronics,Jaipur,Rajasthan,26.85223,75.84583,Low,Y
MER00350,SYNTHETIC MERCHANT 00350,Fuel,Delhi,Delhi,28.67511,77.18283,Low,Y
MER00351,SYNTHETIC MERCHANT 00351,Education,Ahmedabad,Gujarat,23.05412,72.48096,Medium,Y
MER00352,SYNTHETIC MERCHANT 00352,Restaurants,Pune,Maharashtra,18.70091,73.68757,Low,N
MER00353,SYNTHETIC MERCHANT 00353,Gaming,Ahmedabad,Gujarat,22.97308,72.37522,Low,Y
MER00354,SYNTHETIC MERCHANT 00354,Healthcare,Mumbai,Maharashtra,18.96984,73.07562,Low,Y
MER00355,SYNTHETIC MERCHANT 00355,Restaurants,Bengaluru,Karnataka,13.03322,77.53147,Low,Y
MER00356,SYNTHETIC MERCHANT 00356,Education,Ahmedabad,Gujarat,22.9902,72.62836,Low,N
MER00357,SYNTHETIC MERCHANT 00357,E-commerce,Kolkata,West Bengal,22.72556,88.45395,Low,N
MER00358,SYNTHETIC MERCHANT 00358,Healthcare,Ahmedabad,Gujarat,22.85594,72.39486,Low,Y
MER00359,SYNTHETIC MERCHANT 00359,Grocery,Kochi,Kerala,10.04811,76.388,Low,Y
MER00360,SYNTHETIC MERCHANT 00360,Jewellery,Mumbai,Maharashtra,19.18937,73.03418,Low,Y
MER00361,SYNTHETIC MERCHANT 00361,Healthcare,Hyderabad,Telangana,17.46619,78.54129,Medium,Y
MER00362,SYNTHETIC MERCHANT 00362,Education,Pune,Maharashtra,18.40852,73.99168,Low,Y
MER00363,SYNTHETIC MERCHANT 00363,Travel,Kolkata,West Bengal,22.68301,88.5134,Low,Y
MER00364,SYNTHETIC MERCHANT 00364,Utilities,Ahmedabad,Gujarat,22.85062,72.72779,Low,Y
MER00365,SYNTHETIC MERCHANT 00365,Jewellery,Mumbai,Maharashtra,19.19723,72.82883,Low,Y
MER00366,SYNTHETIC MERCHANT 00366,Fuel,Ahmedabad,Gujarat,23.16595,72.39159,Low,N
MER00367,SYNTHETIC MERCHANT 00367,Grocery,Kochi,Kerala,9.8193,76.40625,Low,Y
MER00368,SYNTHETIC MERCHANT 00368,Grocery,Kochi,Kerala,9.83888,76.11515,Low,N
MER00369,SYNTHETIC MERCHANT 00369,Jewellery,Ahmedabad,Gujarat,22.9948,72.45249,Low,Y
MER00370,SYNTHETIC MERCHANT 00370,E-commerce,Pune,Maharashtra,18.33331,74.02873,Low,Y
MER00371,SYNTHETIC MERCHANT 00371,E-commerce,Jaipur,Rajasthan,26.82086,75.75538,Low,Y
MER00372,SYNTHETIC MERCHANT 00372,Jewellery,Bengaluru,Karnataka,13.11673,77.59911,Low,N
MER00373,SYNTHETIC MERCHANT 00373,Utilities,Jaipur,Rajasthan,26.83679,75.77494,Medium,Y
MER00374,SYNTHETIC MERCHANT 00374,Travel,Chennai,Tamil Nadu,13.06481,80.31939,High,N
MER00375,SYNTHETIC MERCHANT 00375,Gaming,Jaipur,Rajasthan,26.88472,75.65809,High,Y
MER00376,SYNTHETIC MERCHANT 00376,Grocery,Delhi,Delhi,28.76298,77.38701,Low,N
MER00377,SYNTHETIC MERCHANT 00377,Education,Hyderabad,Telangana,17.28794,78.61245,Low,Y
MER00378,SYNTHETIC MERCHANT 00378,Fuel,Mumbai,Maharashtra,19.20097,72.75546,Low,Y
MER00379,SYNTHETIC MERCHANT 00379,E-commerce,Pune,Maharashtra,18.66356,73.94743,Low,Y
MER00380,SYNTHETIC MERCHANT 00380,E-commerce,Pune,Maharashtra,18.62629,73.86545,Low,Y
MER00381,SYNTHETIC MERCHANT 00381,Electronics,Jaipur,Rajasthan,27.07492,75.6603,Low,N
MER00382,SYNTHETIC MERCHANT 00382,Jewellery,Chennai,Tamil Nadu,13.13972,80.40371,Low,Y
MER00383,SYNTHETIC MERCHANT 00383,E-commerce,Delhi,Delhi,28.44579,77.32585,Low,Y
MER00384,SYNTHETIC MERCHANT 00384,Gaming,Bengaluru,Karnataka,13.0957,77.48125,Low,N
MER00385,SYNTHETIC MERCHANT 00385,E-commerce,Delhi,Delhi,28.80726,77.04332,Low,Y
MER00386,SYNTHETIC MERCHANT 00386,Fuel,Kolkata,West Bengal,22.57766,88.19372,Low,Y
MER00387,SYNTHETIC MERCHANT 00387,Healthcare,Mumbai,Maharashtra,19.23708,72.91536,Low,Y
MER00388,SYNTHETIC MERCHANT 00388,Jewellery,Chennai,Tamil Nadu,12.98739,80.37869,Low,Y
MER00389,SYNTHETIC MERCHANT 00389,Fuel,Kolkata,West Bengal,22.61454,88.253,Low,Y
MER00390,SYNTHETIC MERCHANT 00390,Utilities,Ahmedabad,Gujarat,23.04835,72.40865,Medium,Y
MER00391,SYNTHETIC MERCHANT 00391,Gaming,Kochi,Kerala,9.79541,76.38314,Low,Y
MER00392,SYNTHETIC MERCHANT 00392,Jewellery,Mumbai,Maharashtra,19.07621,73.07509,Medium,Y
MER00393,SYNTHETIC MERCHANT 00393,Utilities,Pune,Maharashtra,18.34945,74.04124,Low,Y
MER00394,SYNTHETIC MERCHANT 00394,Gaming,Pune,Maharashtra,18.49106,73.94571,Low,N
MER00395,SYNTHETIC MERCHANT 00395,Gaming,Ahmedabad,Gujarat,22.88334,72.61513,Low,Y
MER00396,SYNTHETIC MERCHANT 00396,E-commerce,Pune,Maharashtra,18.34046,74.04433,Low,Y
MER00397,SYNTHETIC MERCHANT 00397,Electronics,Jaipur,Rajasthan,26.82445,75.85864,Low,N
MER00398,SYNTHETIC MERCHANT 00398,Gaming,Ahmedabad,Gujarat,23.05826,72.65229,Low,Y
MER00399,SYNTHETIC MERCHANT 00399,Grocery,Chennai,Tamil Nadu,12.89609,80.09419,Low,Y
MER00400,SYNTHETIC MERCHANT 00400,Restaurants,Jaipur,Rajasthan,26.74935,75.72632,Low,N
MER00401,SYNTHETIC MERCHANT 00401,Electronics,Bengaluru,Karnataka,13.0461,77.63891,Low,N
MER00402,SYNTHETIC MERCHANT 00402,Healthcare,Pune,Maharashtra,18.57851,73.69692,Low,Y
MER00403,SYNTHETIC MERCHANT 00403,Travel,Jaipur,Rajasthan,26.78486,75.73246,Low,Y
MER00404,SYNTHETIC MERCHANT 00404,Grocery,Hyderabad,Telangana,17.23951,78.63118,Low,Y
MER00405,SYNTHETIC MERCHANT 00405,Jewellery,Chennai,Tamil Nadu,13.21672,80.46402,Low,N
MER00406,SYNTHETIC MERCHANT 00406,Grocery,Ahmedabad,Gujarat,23.0351,72.6023,Medium,Y
MER00407,SYNTHETIC MERCHANT 00407,Utilities,Pune,Maharashtra,18.38932,73.9035,Low,Y
MER00408,SYNTHETIC MERCHANT 00408,Travel,Chennai,Tamil Nadu,13.16035,80.17313,Low,Y
MER00409,SYNTHETIC MERCHANT 00409,Utilities,Delhi,Delhi,28.66734,77.05588,Low,Y
MER00410,SYNTHETIC MERCHANT 00410,Restaurants,Ahmedabad,Gujarat,23.06331,72.68287,Low,Y
MER00411,SYNTHETIC MERCHANT 00411,Travel,Hyderabad,Telangana,17.43403,78.59182,Low,Y
MER00412,SYNTHETIC MERCHANT 00412,Electronics,Delhi,Delhi,28.77616,77.09091,Low,Y
MER00413,SYNTHETIC MERCHANT 00413,E-commerce,Kochi,Kerala,9.82809,76.25244,Medium,Y
MER00414,SYNTHETIC MERCHANT 00414,Gaming,Bengaluru,Karnataka,13.16386,77.48275,Low,Y
MER00415,SYNTHETIC MERCHANT 00415,Fuel,Bengaluru,Karnataka,13.06711,77.62218,Low,N
MER00416,SYNTHETIC MERCHANT 00416,Restaurants,Kochi,Kerala,9.86156,76.24217,Low,N
MER00417,SYNTHETIC MERCHANT 00417,Travel,Delhi,Delhi,28.56341,77.01393,Low,Y
MER00418,SYNTHETIC MERCHANT 00418,Utilities,Kolkata,West Bengal,22.39032,88.5212,Low,Y
MER00419,SYNTHETIC MERCHANT 00419,Healthcare,Kochi,Kerala,9.74787,76.41047,Low,N
MER00420,SYNTHETIC MERCHANT 00420,Education,Bengaluru,Karnataka,13.06547,77.60323,Low,Y
MER00421,SYNTHETIC MERCHANT 00421,Grocery,Ahmedabad,Gujarat,23.12896,72.72206,Low,Y
MER00422,SYNTHETIC MERCHANT 00422,E-commerce,Jaipur,Rajasthan,27.00198,75.73951,Low,Y
MER00423,SYNTHETIC MERCHANT 00423,Utilities,Kolkata,West Bengal,22.42579,88.43448,Low,Y
MER00424,SYNTHETIC MERCHANT 00424,Restaurants,Hyderabad,Telangana,17.58245,78.43601,Low,Y
MER00425,SYNTHETIC MERCHANT 00425,Travel,Kolkata,West Bengal,22.71265,88.41826,Low,Y
MER00426,SYNTHETIC MERCHANT 00426,Healthcare,Delhi,Delhi,28.72069,77.34077,Medium,N
MER00427,SYNTHETIC MERCHANT 00427,Education,Ahmedabad,Gujarat,23.12535,72.71187,Low,N
MER00428,SYNTHETIC MERCHANT 00428,E-commerce,Delhi,Delhi,28.4498,77.4039,High,N
MER00429,SYNTHETIC MERCHANT 00429,Utilities,Mumbai,Maharashtra,18.88841,73.00122,High,Y
MER00430,SYNTHETIC MERCHANT 00430,Utilities,Delhi,Delhi,28.48762,77.38301,Low,Y
MER00431,SYNTHETIC MERCHANT 00431,Electronics,Bengaluru,Karnataka,13.03349,77.70524,High,N
MER00432,SYNTHETIC MERCHANT 00432,E-commerce,Kolkata,West Bengal,22.64777,88.30941,Low,N
MER00433,SYNTHETIC MERCHANT 00433,Healthcare,Pune,Maharashtra,18.64297,73.78957,Low,Y
MER00434,SYNTHETIC MERCHANT 00434,Electronics,Pune,Maharashtra,18.69613,73.71798,Low,Y
MER00435,SYNTHETIC MERCHANT 00435,Restaurants,Chennai,Tamil Nadu,13.21515,80.34134,Low,Y
MER00436,SYNTHETIC MERCHANT 00436,Jewellery,Kochi,Kerala,10.00609,76.22196,Low,Y
MER00437,SYNTHETIC MERCHANT 00437,Fuel,Ahmedabad,Gujarat,23.0461,72.72435,Low,N
MER00438,SYNTHETIC MERCHANT 00438,Jewellery,Kochi,Kerala,10.05018,76.14827,Low,Y
MER00439,SYNTHETIC MERCHANT 00439,Grocery,Hyderabad,Telangana,17.56547,78.54991,Low,Y
MER00440,SYNTHETIC MERCHANT 00440,Electronics,Kochi,Kerala,9.75944,76.12558,Low,N
MER00441,SYNTHETIC MERCHANT 00441,Healthcare,Mumbai,Maharashtra,19.15361,72.8716,Low,N
MER00442,SYNTHETIC MERCHANT 00442,Grocery,Hyderabad,Telangana,17.28319,78.54707,Low,Y
MER00443,SYNTHETIC MERCHANT 00443,Jewellery,Pune,Maharashtra,18.45362,74.03809,Low,Y
MER00444,SYNTHETIC MERCHANT 00444,Gaming,Kolkata,West Bengal,22.38642,88.39641,Low,Y
MER00445,SYNTHETIC MERCHANT 00445,Travel,Bengaluru,Karnataka,12.89924,77.61345,Low,Y
MER00446,SYNTHETIC MERCHANT 00446,Utilities,Jaipur,Rajasthan,27.01628,75.7949,Low,Y
MER00447,SYNTHETIC MERCHANT 00447,Fuel,Jaipur,Rajasthan,26.7491,75.94565,Low,Y
MER00448,SYNTHETIC MERCHANT 00448,Electronics,Kochi,Kerala,10.09683,76.14904,Low,Y
MER00449,SYNTHETIC MERCHANT 00449,Utilities,Pune,Maharashtra,18.33214,73.91676,High,Y
MER00450,SYNTHETIC MERCHANT 00450,Healthcare,Chennai,Tamil Nadu,12.96647,80.40376,Low,Y
MER00451,SYNTHETIC MERCHANT 00451,Electronics,Delhi,Delhi,28.58651,77.32511,Low,N
MER00452,SYNTHETIC MERCHANT 00452,Travel,Pune,Maharashtra,18.666,73.96924,Low,Y
MER00453,SYNTHETIC MERCHANT 00453,Fuel,Kochi,Kerala,10.00478,76.26902,Low,Y
MER00454,SYNTHETIC MERCHANT 00454,Healthcare,Jaipur,Rajasthan,26.99177,75.60596,Low,N
MER00455,SYNTHETIC MERCHANT 00455,E-commerce,Kochi,Kerala,9.86298,76.37584,Low,Y
MER00456,SYNTHETIC MERCHANT 00456,Fuel,Bengaluru,Karnataka,12.99373,77.61706,High,Y
MER00457,SYNTHETIC MERCHANT 00457,E-commerce,Jaipur,Rajasthan,26.82411,75.65375,Low,Y
MER00458,SYNTHETIC MERCHANT 00458,Fuel,Hyderabad,Telangana,17.2488,78.44128,Low,N
MER00459,SYNTHETIC MERCHANT 00459,Restaurants,Chennai,Tamil Nadu,12.88565,80.0936,Low,Y
MER00460,SYNTHETIC MERCHANT 00460,Fuel,Bengaluru,Karnataka,12.96733,77.43993,Low,Y
MER00461,SYNTHETIC MERCHANT 00461,Electronics,Chennai,Tamil Nadu,13.164,80.41817,Low,Y
MER00462,SYNTHETIC MERCHANT 00462,Utilities,Jaipur,Rajasthan,26.93296,75.93645,Low,Y
MER00463,SYNTHETIC MERCHANT 00463,Restaurants,Mumbai,Maharashtra,18.96346,73.02051,Low,Y
MER00464,SYNTHETIC MERCHANT 00464,E-commerce,Bengaluru,Karnataka,12.83859,77.5531,Low,Y
MER00465,SYNTHETIC MERCHANT 00465,Jewellery,Mumbai,Maharashtra,19.01365,72.71645,Low,Y
MER00466,SYNTHETIC MERCHANT 00466,Jewellery,Ahmedabad,Gujarat,23.08602,72.44375,Low,Y
MER00467,SYNTHETIC MERCHANT 00467,Gaming,Pune,Maharashtra,18.38836,73.73469,Low,Y
MER00468,SYNTHETIC MERCHANT 00468,Gaming,Delhi,Delhi,28.59341,77.0218,Low,Y
MER00469,SYNTHETIC MERCHANT 00469,Healthcare,Kochi,Kerala,9.73315,76.41353,Low,N
MER00470,SYNTHETIC MERCHANT 00470,Restaurants,Kochi,Kerala,9.76415,76.34911,Low,Y
MER00471,SYNTHETIC MERCHANT 00471,E-commerce,Ahmedabad,Gujarat,22.87963,72.56777,Low,Y
MER00472,SYNTHETIC MERCHANT 00472,Grocery,Kolkata,West Bengal,22.65104,88.39246,Low,N
MER00473,SYNTHETIC MERCHANT 00473,Gaming,Delhi,Delhi,28.76887,77.14933,Low,Y
MER00474,SYNTHETIC MERCHANT 00474,Grocery,Kolkata,West Bengal,22.41741,88.3248,Low,Y
MER00475,SYNTHETIC MERCHANT 00475,Fuel,Kolkata,West Bengal,22.38687,88.50113,Low,N
MER00476,SYNTHETIC MERCHANT 00476,E-commerce,Hyderabad,Telangana,17.2827,78.63809,Low,Y
MER00477,SYNTHETIC MERCHANT 00477,Fuel,Kolkata,West Bengal,22.45538,88.42691,Low,N
MER00478,SYNTHETIC MERCHANT 00478,Travel,Ahmedabad,Gujarat,22.84454,72.71732,Low,Y
MER00479,SYNTHETIC MERCHANT 00479,Grocery,Chennai,Tamil Nadu,13.0738,80.10805,Medium,Y
MER00480,SYNTHETIC MERCHANT 00480,Gaming,Kochi,Kerala,10.00331,76.23325,Low,Y
MER00481,SYNTHETIC MERCHANT 00481,Restaurants,Delhi,Delhi,28.50402,77.40112,Medium,Y
MER00482,SYNTHETIC MERCHANT 00482,Healthcare,Ahmedabad,Gujarat,22.90275,72.6134,Low,Y
MER00483,SYNTHETIC MERCHANT 00483,Grocery,Mumbai,Maharashtra,19.19416,72.79708,Low,N
MER00484,SYNTHETIC MERCHANT 00484,Education,Ahmedabad,Gujarat,22.84002,72.65675,Low,Y
MER00485,SYNTHETIC MERCHANT 00485,Healthcare,Hyderabad,Telangana,17.34153,78.28888,Medium,Y
MER00486,SYNTHETIC MERCHANT 00486,Jewellery,Delhi,Delhi,28.51617,77.26225,High,Y
MER00487,SYNTHETIC MERCHANT 00487,Gaming,Jaipur,Rajasthan,27.00292,75.96754,Low,Y
MER00488,SYNTHETIC MERCHANT 00488,Grocery,Bengaluru,Karnataka,12.81067,77.43682,Low,Y
MER00489,SYNTHETIC MERCHANT 00489,Travel,Bengaluru,Karnataka,12.83927,77.43257,High,Y
MER00490,SYNTHETIC MERCHANT 00490,Utilities,Kochi,Kerala,9.95022,76.3089,Low,Y
MER00491,SYNTHETIC MERCHANT 00491,Fuel,Kochi,Kerala,10.07186,76.37355,Low,Y
MER00492,SYNTHETIC MERCHANT 00492,Jewellery,Hyderabad,Telangana,17.555,78.44265,Medium,N
MER00493,SYNTHETIC MERCHANT 00493,Grocery,Kolkata,West Bengal,22.48483,88.20156,Low,Y
MER00494,SYNTHETIC MERCHANT 00494,Gaming,Bengaluru,Karnataka,13.02655,77.60068,Medium,Y
MER00495,SYNTHETIC MERCHANT 00495,Gaming,Kochi,Kerala,9.90371,76.23729,Medium,N
MER00496,SYNTHETIC MERCHANT 00496,Grocery,Bengaluru,Karnataka,12.82847,77.396,Medium,N
