alert_id,transaction_id,customer_id,alert_ts,fraud_risk_score,priority,fraud_type,decision,alert_status,queue,age_minutes
ALT00000397,TXN000046370,CUST000149,2026-03-15 10:26:29,48.0,Medium,CARD_TESTING,APPROVE,Investigating,Fraud Ops - B,196
ALT00000398,TXN000021419,CUST000812,2026-03-15 13:44:04,86.2,High,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - A,142
ALT00000399,TXN000009044,CUST000643,2026-03-15 20:32:15,69.6,Medium,VELOCITY_ABUSE,CHALLENGE,Closed,Fraud Ops - B,114
ALT00000400,TXN000013680,CUST001551,2026-03-15 20:35:23,50.0,Medium,ATM_CASHOUT,APPROVE,Open,Fraud Ops - A,21
ALT00000401,TXN000028900,CUST001306,2026-03-15 23:55:51,68.7,Medium,VELOCITY_ABUSE,CHALLENGE,Open,Fraud Ops - C,64
ALT00000402,TXN000014552,CUST000044,2026-03-16 00:17:19,75.3,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,48
ALT00000403,TXN000027012,CUST001776,2026-03-16 02:37:07,74.1,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,142
ALT00000404,TXN000039593,CUST000803,2026-03-16 03:19:38,66.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,37
ALT00000405,TXN000030988,CUST001511,2026-03-16 04:20:53,69.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,148
ALT00000406,TXN000034354,CUST000570,2026-03-16 05:27:50,54.0,Medium,MULE_TRANSFER,APPROVE,Closed,Fraud Ops - A,154
ALT00000407,TXN000028681,CUST001514,2026-03-16 08:26:41,46.0,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - A,111
ALT00000408,TXN000021315,CUST000711,2026-03-16 14:16:38,46.0,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - B,198
ALT00000409,TXN000028476,CUST000305,2026-03-16 16:33:58,44.3,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Investigating,Fraud Ops - C,137
ALT00000410,TXN000000143,CUST000238,2026-03-16 19:46:33,46.8,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - B,223
ALT00000411,TXN000011666,CUST000475,2026-03-16 22:53:30,50.0,Medium,ATM_CASHOUT,APPROVE,Closed,Fraud Ops - B,167
ALT00000412,TXN000035833,CUST000399,2026-03-16 23:00:55,72.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Open,Fraud Ops - A,77
ALT00000413,TXN000045762,CUST000409,2026-03-17 01:47:32,73.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,196
ALT00000414,TXN000040961,CUST000147,2026-03-17 03:30:12,77.6,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Investigating,Fraud Ops - B,187
ALT00000415,TXN000019868,CUST000634,2026-03-17 04:43:38,66.3,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,130
ALT00000416,TXN000027370,CUST000150,2026-03-17 07:00:22,72.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Closed,Fraud Ops - A,146
ALT00000417,TXN000023893,CUST000569,2026-03-17 09:35:42,68.0,Medium,CARD_TESTING,CHALLENGE,Closed,Fraud Ops - C,37
ALT00000418,TXN000041942,CUST000017,2026-03-17 14:25:07,70.9,Medium,VELOCITY_ABUSE,CHALLENGE,Open,Fraud Ops - B,66
ALT00000419,TXN000010624,CUST001069,2026-03-17 16:42:07,43.0,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - A,180
ALT00000420,TXN000043563,CUST000463,2026-03-17 16:43:17,54.3,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - C,144
ALT00000421,TXN000010904,CUST000202,2026-03-17 21:11:29,53.1,Medium,VELOCITY_ABUSE,APPROVE,Closed,Fraud Ops - B,52
ALT00000422,TXN000027721,CUST001557,2026-03-18 03:24:17,69.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,32
ALT00000423,TXN000036672,CUST000166,2026-03-18 03:42:07,76.7,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,223
ALT00000424,TXN000037924,CUST000472,2026-03-18 04:57:28,77.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,205
ALT00000425,TXN000013536,CUST000554,2026-03-18 04:59:14,71.6,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,233
ALT00000426,TXN000007633,CUST000492,2026-03-18 09:14:24,70.1,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - B,40
ALT00000427,TXN000004265,CUST000583,2026-03-18 15:51:02,67.7,Medium,VELOCITY_ABUSE,CHALLENGE,Open,Fraud Ops - C,13
ALT00000428,TXN000038013,CUST001743,2026-03-18 17:33:16,82.3,High,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - A,173
ALT00000429,TXN000003603,CUST000548,2026-03-18 21:39:39,54.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - B,198
ALT00000430,TXN000019247,CUST001160,2026-03-19 00:10:39,68.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,86
ALT00000431,TXN000027760,CUST000413,2026-03-19 00:21:18,65.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,123
ALT00000432,TXN000041800,CUST000636,2026-03-19 01:24:23,65.2,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,128
ALT00000433,TXN000032170,CUST000420,2026-03-19 01:36:46,66.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,156
ALT00000434,TXN000003883,CUST001309,2026-03-19 02:09:51,70.7,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,220
ALT00000435,TXN000033385,CUST000798,2026-03-19 03:26:02,68.4,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,240
ALT00000436,TXN000007059,CUST000466,2026-03-19 16:50:44,56.0,Medium,MERCHANT_COLLUSION,APPROVE,Closed,Fraud Ops - C,201
ALT00000437,TXN000012136,CUST001043,2026-03-19 17:31:58,70.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - A,75
ALT00000438,TXN000020619,CUST000245,2026-03-20 00:21:50,86.0,High,VELOCITY_ABUSE,DECLINE,Open,Fraud Ops - A,65
ALT00000439,TXN000006136,CUST000299,2026-03-20 00:57:18,68.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,221
ALT00000440,TXN000026374,CUST001722,2026-03-20 01:16:47,74.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,81
ALT00000441,TXN000034743,CUST000949,2026-03-20 02:22:52,71.0,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,134
ALT00000442,TXN000023218,CUST001006,2026-03-20 02:57:18,70.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,57
ALT00000443,TXN000025490,CUST001674,2026-03-20 03:32:27,78.6,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - A,122
ALT00000444,TXN000008429,CUST001416,2026-03-20 03:41:32,65.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,159
ALT00000445,TXN000031776,CUST000800,2026-03-20 16:01:50,54.0,Medium,ATM_CASHOUT,APPROVE,Closed,Fraud Ops - C,172
ALT00000446,TXN000047789,CUST001951,2026-03-20 17:14:58,48.4,Medium,CARD_TESTING,APPROVE,Investigating,Fraud Ops - A,147
ALT00000447,TXN000040372,CUST001705,2026-03-20 21:13:20,46.1,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - C,180
ALT00000448,TXN000018735,CUST001199,2026-03-20 22:06:55,52.0,Medium,MULE_TRANSFER,APPROVE,Investigating,Fraud Ops - A,213
ALT00000449,TXN000016688,CUST001988,2026-03-21 00:44:18,83.5,High,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - C,207
ALT00000450,TXN000032730,CUST001998,2026-03-21 02:29:36,67.2,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,61
ALT00000451,TXN000026918,CUST001843,2026-03-21 03:02:07,67.1,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,240
ALT00000452,TXN000019074,CUST001908,2026-03-21 03:29:58,68.7,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,45
ALT00000453,TXN000049711,CUST000783,2026-03-21 04:13:12,65.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,11
ALT00000454,TXN000011363,CUST000377,2026-03-21 07:38:38,62.8,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - B,219
ALT00000455,TXN000025257,CUST000920,2026-03-21 20:49:49,91.7,Critical,CARD_NOT_PRESENT,DECLINE,Closed,Fraud Ops - A,53
ALT00000456,TXN000011852,CUST001638,2026-03-22 00:25:46,71.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,197
ALT00000457,TXN000013026,CUST000185,2026-03-22 00:38:22,68.7,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,219
ALT00000458,TXN000001173,CUST001531,2026-03-22 02:34:34,67.6,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,181
ALT00000459,TXN000020216,CUST001636,2026-03-22 03:25:15,69.4,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,74
ALT00000460,TXN000006886,CUST001899,2026-03-22 03:36:25,99,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - B,145
ALT00000461,TXN000035773,CUST000294,2026-03-22 04:02:02,74.0,Medium,MULE_TRANSFER,CHALLENGE,Open,Fraud Ops - C,109
ALT00000462,TXN000020451,CUST001890,2026-03-22 12:56:30,38.8,Medium,CARD_TESTING,APPROVE,Investigating,Fraud Ops - B,201
ALT00000463,TXN000033046,CUST000156,2026-03-23 00:20:38,74.4,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,151
ALT00000464,TXN000004278,CUST001911,2026-03-23 00:45:24,65.8,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,172
ALT00000465,TXN000020253,CUST000819,2026-03-23 01:18:18,72.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,196
ALT00000466,TXN000017638,CUST001722,2026-03-23 01:23:29,68.7,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,223
ALT00000467,TXN000041260,CUST000676,2026-03-23 03:46:23,68.0,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,96
ALT00000468,TXN000014853,CUST000391,2026-03-23 04:41:04,70.4,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,177
ALT00000469,TXN000021857,CUST000982,2026-03-23 07:52:14,48.0,Medium,CARD_TESTING,APPROVE,Closed,Fraud Ops - C,152
ALT00000470,TXN000041592,CUST000143,2026-03-23 12:32:12,52.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - C,45
ALT00000471,TXN000042065,CUST001600,2026-03-23 16:09:24,54.0,Medium,ATM_CASHOUT,APPROVE,Closed,Fraud Ops - A,219
ALT00000472,TXN000011351,CUST000566,2026-03-23 18:01:08,83.7,High,ACCOUNT_TAKEOVER,CHALLENGE,Closed,Fraud Ops - B,105
ALT00000473,TXN000048634,CUST000869,2026-03-23 18:08:04,54.0,Medium,MULE_TRANSFER,APPROVE,Investigating,Fraud Ops - C,195
ALT00000474,TXN000024899,CUST000677,2026-03-24 01:47:42,71.0,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,123
ALT00000475,TXN000032787,CUST000177,2026-03-24 02:26:04,74.1,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,79
ALT00000476,TXN000037345,CUST000163,2026-03-24 02:31:54,69.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,169
ALT00000477,TXN000036501,CUST001469,2026-03-24 03:08:46,72.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,140
ALT00000478,TXN000024620,CUST000796,2026-03-24 03:43:23,65.7,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,52
ALT00000479,TXN000003185,CUST000819,2026-03-24 03:49:33,66.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,218
ALT00000480,TXN000004861,CUST001118,2026-03-24 23:24:19,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - A,220
ALT00000481,TXN000039898,CUST000034,2026-03-25 00:30:12,69.9,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,9
ALT00000482,TXN000027552,CUST000271,2026-03-25 01:01:45,69.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,28
ALT00000483,TXN000041820,CUST000145,2026-03-25 01:52:26,73.9,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,30
ALT00000484,TXN000026247,CUST001217,2026-03-25 03:56:37,99,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - A,206
ALT00000485,TXN000040095,CUST001988,2026-03-25 06:10:11,75.3,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - A,177
ALT00000486,TXN000003084,CUST000840,2026-03-25 07:29:12,48.8,Medium,VELOCITY_ABUSE,APPROVE,Open,Fraud Ops - B,97
ALT00000487,TXN000017195,CUST000724,2026-03-25 08:31:17,63.5,Medium,VELOCITY_ABUSE,APPROVE,Open,Fraud Ops - A,75
ALT00000488,TXN000001441,CUST001046,2026-03-25 11:54:57,48.0,Medium,MULE_TRANSFER,APPROVE,Open,Fraud Ops - A,14
ALT00000489,TXN000022332,CUST000903,2026-03-25 15:30:10,56.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - A,235
ALT00000490,TXN000004002,CUST001555,2026-03-26 00:03:22,97.2,Critical,VELOCITY_ABUSE,DECLINE,Investigating,Fraud Ops - B,137
ALT00000491,TXN000015250,CUST001959,2026-03-26 00:51:11,69.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,163
ALT00000492,TXN000020376,CUST001395,2026-03-26 01:06:48,72.7,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,80
ALT00000493,TXN000029474,CUST000177,2026-03-26 01:21:26,76.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,78
ALT00000494,TXN000033677,CUST000653,2026-03-26 01:55:42,74.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,35
ALT00000495,TXN000009349,CUST001927,2026-03-26 01:57:22,66.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,188
ALT00000496,TXN000038894,CUST001604,2026-03-26 02:15:03,67.4,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,158
ALT00000497,TXN000033580,CUST000240,2026-03-26 02:30:04,72.4,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,48
ALT00000498,TXN000022469,CUST001338,2026-03-26 02:53:57,97.4,Critical,CARD_NOT_PRESENT,DECLINE,Closed,Fraud Ops - C,189
ALT00000499,TXN000046601,CUST000621,2026-03-26 03:00:26,69.4,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,67
ALT00000500,TXN000001873,CUST001402,2026-03-26 04:06:06,66.2,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,22
ALT00000501,TXN000032039,CUST000942,2026-03-26 14:11:38,70.2,Medium,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - A,107
ALT00000502,TXN000016522,CUST000370,2026-03-26 14:44:24,50.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - B,56
ALT00000503,TXN000005450,CUST001205,2026-03-26 15:49:02,67.9,Medium,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - B,209
ALT00000504,TXN000046143,CUST001619,2026-03-26 22:34:38,48.0,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - C,128
ALT00000505,TXN000006449,CUST001306,2026-03-26 22:37:18,74.0,Medium,ATM_CASHOUT,CHALLENGE,Investigating,Fraud Ops - C,172
ALT00000506,TXN000036560,CUST001779,2026-03-27 00:36:18,71.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,87
ALT00000507,TXN000048732,CUST001662,2026-03-27 01:35:40,65.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,131
ALT00000508,TXN000008648,CUST000621,2026-03-27 01:58:09,73.4,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,110
ALT00000509,TXN000018604,CUST001061,2026-03-27 02:25:31,74.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - A,15
ALT00000510,TXN000023294,CUST001823,2026-03-27 04:13:55,74.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,23
ALT00000511,TXN000041907,CUST000679,2026-03-27 05:29:15,49.3,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - B,87
ALT00000512,TXN000002973,CUST001421,2026-03-27 13:16:19,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - B,54
ALT00000513,TXN000006715,CUST001779,2026-03-28 00:56:36,68.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,201
ALT00000514,TXN000013928,CUST001782,2026-03-28 01:04:49,71.8,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,53
ALT00000515,TXN000038630,CUST000067,2026-03-28 01:07:38,99,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - A,210
ALT00000516,TXN000048366,CUST000065,2026-03-28 02:37:12,67.4,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,78
ALT00000517,TXN000016102,CUST000109,2026-03-28 03:30:50,70.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,22
ALT00000518,TXN000002673,CUST000011,2026-03-28 03:57:15,71.0,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,210
ALT00000519,TXN000041657,CUST000461,2026-03-28 04:04:23,65.6,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,175
ALT00000520,TXN000045624,CUST000246,2026-03-28 08:14:33,87.6,High,ACCOUNT_TAKEOVER,DECLINE,Closed,Fraud Ops - A,122
ALT00000521,TXN000000754,CUST001221,2026-03-28 08:51:18,49.8,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - A,116
ALT00000522,TXN000014412,CUST000253,2026-03-28 15:48:32,47.4,Medium,VELOCITY_ABUSE,APPROVE,Closed,Fraud Ops - C,31
ALT00000523,TXN000040963,CUST001321,2026-03-28 20:05:07,41.5,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - A,102
ALT00000524,TXN000048507,CUST001372,2026-03-29 02:36:30,72.1,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - B,192
ALT00000525,TXN000008595,CUST000774,2026-03-29 03:52:33,69.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,225
ALT00000526,TXN000039119,CUST001959,2026-03-29 04:08:57,69.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,233
ALT00000527,TXN000004475,CUST001518,2026-03-29 05:01:43,65.0,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - B,204
ALT00000528,TXN000027563,CUST001520,2026-03-29 06:52:25,56.0,Medium,MULE_TRANSFER,APPROVE,Open,Fraud Ops - B,237
ALT00000529,TXN000001368,CUST001819,2026-03-29 06:52:26,92.2,Critical,CARD_NOT_PRESENT,DECLINE,Investigating,Fraud Ops - C,56
ALT00000530,TXN000005390,CUST001048,2026-03-29 09:49:19,70.0,Medium,ATM_CASHOUT,CHALLENGE,Closed,Fraud Ops - C,166
ALT00000531,TXN000013204,CUST000868,2026-03-29 10:17:35,80.2,High,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - A,92
ALT00000532,TXN000011376,CUST000564,2026-03-29 11:25:55,70.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Investigating,Fraud Ops - B,28
ALT00000533,TXN000023890,CUST000815,2026-03-29 14:04:58,65.7,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - B,57
ALT00000534,TXN000032764,CUST000515,2026-03-29 15:16:00,74.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Investigating,Fraud Ops - C,41
ALT00000535,TXN000029234,CUST001068,2026-03-29 18:17:06,48.5,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - C,229
ALT00000536,TXN000000377,CUST000274,2026-03-29 23:17:50,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Closed,Fraud Ops - A,55
ALT00000537,TXN000035550,CUST000789,2026-03-30 00:58:11,97.6,Critical,ACCOUNT_TAKEOVER,DECLINE,Closed,Fraud Ops - B,183
ALT00000538,TXN000046517,CUST001597,2026-03-30 02:33:35,70.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - A,153
ALT00000539,TXN000017923,CUST001958,2026-03-30 02:54:10,71.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,177
ALT00000540,TXN000014644,CUST001160,2026-03-30 03:30:49,73.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,148
ALT00000541,TXN000003121,CUST000604,2026-03-30 03:47:54,76.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,197
ALT00000542,TXN000015606,CUST001431,2026-03-30 04:04:02,68.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,60
ALT00000543,TXN000042335,CUST000956,2026-03-30 04:44:31,66.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,187
ALT00000544,TXN000022576,CUST000638,2026-03-30 12:45:57,66.1,Medium,VELOCITY_ABUSE,CHALLENGE,Open,Fraud Ops - A,173
ALT00000545,TXN000024556,CUST000172,2026-03-30 16:04:55,48.3,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - B,159
ALT00000546,TXN000012577,CUST000744,2026-03-30 16:47:30,54.0,Medium,ATM_CASHOUT,APPROVE,Open,Fraud Ops - C,222
ALT00000547,TXN000030509,CUST001146,2026-03-31 00:10:50,65.7,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,215
ALT00000548,TXN000000624,CUST001874,2026-03-31 00:46:34,68.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,136
ALT00000549,TXN000001103,CUST001254,2026-03-31 01:02:04,65.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,231
ALT00000550,TXN000001199,CUST000232,2026-03-31 01:09:29,71.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,95
ALT00000551,TXN000004027,CUST001525,2026-03-31 04:31:07,69.9,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,143
ALT00000552,TXN000028082,CUST000315,2026-03-31 05:50:29,56.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - B,62
ALT00000553,TXN000041493,CUST001059,2026-03-31 06:55:55,97,Critical,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - B,133
ALT00000554,TXN000024676,CUST000512,2026-03-31 07:13:39,48.3,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - A,191
ALT00000555,TXN000046457,CUST001662,2026-03-31 10:42:35,66.3,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - C,44
ALT00000556,TXN000042921,CUST000673,2026-03-31 13:39:32,48.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - A,7
ALT00000557,TXN000031623,CUST000118,2026-03-31 14:55:14,48.9,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Closed,Fraud Ops - B,186
ALT00000558,TXN000005100,CUST001571,2026-03-31 21:13:42,48.0,Medium,ATM_CASHOUT,APPROVE,Open,Fraud Ops - A,233
ALT00000559,TXN000009222,CUST001067,2026-04-01 00:16:27,76.4,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,135
ALT00000560,TXN000046572,CUST000224,2026-04-01 00:49:04,66.4,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,77
ALT00000561,TXN000034035,CUST001481,2026-04-01 01:33:22,71.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,233
ALT00000562,TXN000013728,CUST001229,2026-04-01 02:28:01,68.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,38
ALT00000563,TXN000036889,CUST000896,2026-04-01 03:40:16,67.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,48
ALT00000564,TXN000016058,CUST000381,2026-04-01 03:57:00,70.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,79
ALT00000565,TXN000036304,CUST001120,2026-04-01 04:04:19,67.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,92
ALT00000566,TXN000048308,CUST001102,2026-04-01 12:05:37,87.0,High,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - A,88
ALT00000567,TXN000026810,CUST000006,2026-04-01 12:32:22,48.8,Medium,VELOCITY_ABUSE,APPROVE,Open,Fraud Ops - A,239
ALT00000568,TXN000003126,CUST001380,2026-04-01 13:24:16,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - C,82
ALT00000569,TXN000042952,CUST001755,2026-04-01 14:06:44,56.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - C,112
ALT00000570,TXN000020876,CUST001898,2026-04-01 14:58:17,58.0,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - C,122
ALT00000571,TXN000033729,CUST000153,2026-04-01 18:25:35,56.0,Medium,MERCHANT_COLLUSION,APPROVE,Closed,Fraud Ops - B,61
ALT00000572,TXN000000899,CUST001559,2026-04-01 23:57:38,52.0,Medium,VELOCITY_ABUSE,APPROVE,Open,Fraud Ops - B,25
ALT00000573,TXN000044618,CUST001854,2026-04-02 00:43:49,66.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Open,Fraud Ops - A,128
ALT00000574,TXN000040306,CUST000429,2026-04-02 03:23:52,73.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,102
ALT00000575,TXN000029383,CUST000862,2026-04-02 04:18:52,86.0,High,ATM_CASHOUT,DECLINE,Open,Fraud Ops - B,82
ALT00000576,TXN000024290,CUST001799,2026-04-02 06:54:03,71.2,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Closed,Fraud Ops - B,39
ALT00000577,TXN000017221,CUST001493,2026-04-02 11:08:06,89.3,High,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - B,7
ALT00000578,TXN000027697,CUST000376,2026-04-02 14:43:48,82.8,High,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - B,231
ALT00000579,TXN000016178,CUST000796,2026-04-02 23:27:33,90.2,Critical,ACCOUNT_TAKEOVER,DECLINE,Closed,Fraud Ops - B,191
ALT00000580,TXN000025120,CUST000452,2026-04-02 23:53:40,52.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - B,231
ALT00000581,TXN000035682,CUST000971,2026-04-03 02:57:51,99,Critical,CARD_NOT_PRESENT,DECLINE,Investigating,Fraud Ops - B,138
ALT00000582,TXN000011876,CUST000075,2026-04-03 07:26:17,54.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - C,169
ALT00000583,TXN000013274,CUST001759,2026-04-03 07:45:28,77.1,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - B,182
ALT00000584,TXN000045605,CUST001072,2026-04-03 17:36:21,77.9,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - B,74
ALT00000585,TXN000010409,CUST000533,2026-04-04 00:12:27,76.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,84
ALT00000586,TXN000037152,CUST001294,2026-04-04 01:24:39,72.4,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,214
