device_id,customer_id,device_type,last_ip_address,device_trust_status,first_seen_date
DEV00042502,CUST000425,POS,10.175.1.197,Trusted,2024-04-12
DEV00042601,CUST000426,Android,10.176.0.23,Known,2024-01-04
DEV00042701,CUST000427,POS,10.177.0.170,Trusted,2025-10-14
DEV00042801,CUST000428,POS,10.178.0.254,Trusted,2025-04-26
DEV00042802,CUST000428,POS,10.178.1.123,Trusted,2024-09-12
DEV00042901,CUST000429,iOS,10.179.0.254,Trusted,2024-07-19
DEV00042902,CUST000429,ATM,10.179.1.87,New,2024-03-08
DEV00043001,CUST000430,ATM,10.180.0.168,Trusted,2024-06-19
DEV00043002,CUST000430,iOS,10.180.1.114,New,2025-04-08
DEV00043101,CUST000431,ATM,10.181.0.46,Trusted,2025-10-03
DEV00043102,CUST000431,POS,10.181.1.167,Known,2024-06-03
DEV00043201,CUST000432,Windows,10.182.0.162,New,2025-01-20
DEV00043202,CUST000432,Android,10.182.1.31,Trusted,2025-11-08
DEV00043301,CUST000433,Windows,10.183.0.147,Trusted,2025-10-22
DEV00043302,CUST000433,Windows,10.183.1.17,Trusted,2024-12-12
DEV00043401,CUST000434,iOS,10.184.0.2,New,2025-03-16
DEV00043402,CUST000434,Android,10.184.1.11,Trusted,2024-06-22
DEV00043403,CUST000434,iOS,10.184.2.168,Trusted,2025-11-03
DEV00043501,CUST000435,POS,10.185.0.126,Known,2024-08-14
DEV00043601,CUST000436,POS,10.186.0.92,Known,2025-09-22
DEV00043701,CUST000437,Windows,10.187.0.163,Trusted,2024-01-31
DEV00043801,CUST000438,POS,10.188.0.29,New,2025-11-25
DEV00043901,CUST000439,iOS,10.189.0.135,Known,2024-06-08
DEV00044001,CUST000440,POS,10.190.0.153,New,2024-09-30
DEV00044002,CUST000440,POS,10.190.1.33,Known,2026-01-22
DEV00044003,CUST000440,POS,10.190.2.183,Trusted,2024-03-29
DEV00044101,CUST000441,ATM,10.191.0.129,Known,2025-04-24
DEV00044102,CUST000441,ATM,10.191.1.134,Trusted,2025-03-25
DEV00044201,CUST000442,ATM,10.192.0.132,Trusted,2024-12-12
DEV00044202,CUST000442,Android,10.192.1.158,Trusted,2023-12-30
DEV00044301,CUST000443,Android,10.193.0.94,Trusted,2024-08-23
DEV00044401,CUST000444,Windows,10.194.0.68,Trusted,2026-01-29
DEV00044402,CUST000444,POS,10.194.1.101,Trusted,2025-03-25
DEV00044501,CUST000445,ATM,10.195.0.91,Trusted,2025-10-20
DEV00044601,CUST000446,Windows,10.196.0.28,New,2024-03-30
DEV00044602,CUST000446,ATM,10.196.1.42,Trusted,2025-02-03
DEV00044603,CUST000446,ATM,10.196.2.2,Known,2024-02-05
DEV00044701,CUST000447,POS,10.197.0.127,Trusted,2025-03-05
DEV00044702,CUST000447,ATM,10.197.1.129,New,2025-09-19
DEV00044801,CUST000448,Android,10.198.0.195,New,2025-05-23
DEV00044802,CUST000448,POS,10.198.1.40,Trusted,2025-05-21
DEV00044901,CUST000449,iOS,10.199.0.31,Trusted,2024-12-17
DEV00045001,CUST000450,ATM,10.200.0.16,New,2024-04-12
DEV00045002,CUST000450,Android,10.200.1.78,Trusted,2025-05-01
DEV00045101,CUST000451,ATM,10.201.0.94,Known,2025-03-26
DEV00045102,CUST000451,Android,10.201.1.25,Trusted,2024-03-03
DEV00045201,CUST000452,Android,10.202.0.34,Trusted,2025-12-20
DEV00045301,CUST000453,ATM,10.203.0.141,Known,2023-12-16
DEV00045401,CUST000454,iOS,10.204.0.75,Trusted,2024-07-01
DEV00045402,CUST000454,Android,10.204.1.204,Trusted,2024-01-04
DEV00045501,CUST000455,iOS,10.205.0.147,Trusted,2024-06-04
DEV00045601,CUST000456,Windows,10.206.0.11,Trusted,2025-04-22
DEV00045701,CUST000457,Windows,10.207.0.84,Trusted,2024-05-01
DEV00045702,CUST000457,Android,10.207.1.211,Known,2025-06-21
DEV00045703,CUST000457,Windows,10.207.2.46,Known,2026-01-15
DEV00045801,CUST000458,iOS,10.208.0.149,New,2025-08-25
DEV00045802,CUST000458,ATM,10.208.1.60,New,2025-01-19
DEV00045901,CUST000459,iOS,10.209.0.210,New,2024-02-28
DEV00046001,CUST000460,Android,10.210.0.29,Trusted,2023-12-12
DEV00046002,CUST000460,Android,10.210.1.34,Trusted,2023-12-05
DEV00046101,CUST000461,POS,10.211.0.229,New,2025-08-17
DEV00046102,CUST000461,Windows,10.211.1.85,New,2025-08-26
DEV00046201,CUST000462,Android,10.212.0.59,New,2025-01-02
DEV00046301,CUST000463,Windows,10.213.0.20,Known,2025-10-02
DEV00046302,CUST000463,Windows,10.213.1.237,Trusted,2025-12-18
DEV00046401,CUST000464,Windows,10.214.0.208,Trusted,2026-01-29
DEV00046402,CUST000464,iOS,10.214.1.200,Trusted,2025-03-10
DEV00046501,CUST000465,Windows,10.215.0.82,New,2024-11-23
DEV00046502,CUST000465,ATM,10.215.1.178,New,2024-05-25
DEV00046601,CUST000466,POS,10.216.0.199,Trusted,2024-02-12
DEV00046602,CUST000466,Android,10.216.1.61,Known,2026-01-29
DEV00046603,CUST000466,iOS,10.216.2.218,Trusted,2025-01-25
DEV00046701,CUST000467,Android,10.217.0.192,Trusted,2025-10-03
DEV00046801,CUST000468,iOS,10.218.0.21,Trusted,2025-11-14
DEV00046802,CUST000468,Android,10.218.1.146,New,2025-08-31
DEV00046901,CUST000469,Android,10.219.0.155,Trusted,2024-09-03
DEV00047001,CUST000470,POS,10.220.0.97,Trusted,2024-01-02
DEV00047101,CUST000471,ATM,10.221.0.50,Known,2025-10-12
DEV00047102,CUST000471,Android,10.221.1.20,Known,2024-05-24
DEV00047201,CUST000472,POS,10.222.0.12,New,2025-12-16
DEV00047202,CUST000472,Android,10.222.1.81,Trusted,2025-03-21
DEV00047203,CUST000472,Android,10.222.2.252,Known,2023-12-24
DEV00047301,CUST000473,POS,10.223.0.204,New,2024-09-30
DEV00047401,CUST000474,Windows,10.224.0.93,New,2025-12-22
DEV00047402,CUST000474,ATM,10.224.1.62,Trusted,2024-05-16
DEV00047501,CUST000475,Windows,10.225.0.44,Known,2025-08-19
DEV00047502,CUST000475,Android,10.225.1.72,Known,2025-02-04
DEV00047601,CUST000476,ATM,10.226.0.105,Trusted,2024-11-06
DEV00047602,CUST000476,Windows,10.226.1.132,Known,2025-01-14
DEV00047701,CUST000477,iOS,10.227.0.146,New,2025-11-18
DEV00047702,CUST000477,iOS,10.227.1.100,New,2024-03-17
DEV00047801,CUST000478,Windows,10.228.0.117,Trusted,2024-07-22
DEV00047901,CUST000479,Android,10.229.0.37,Trusted,2025-04-26
DEV00048001,CUST000480,ATM,10.230.0.124,New,2024-08-01
DEV00048002,CUST000480,iOS,10.230.1.248,New,2025-02-02
DEV00048101,CUST000481,iOS,10.231.0.128,Known,2025-10-07
DEV00048102,CUST000481,ATM,10.231.1.68,Trusted,2024-10-27
DEV00048201,CUST000482,POS,10.232.0.245,Trusted,2025-01-17
DEV00048301,CUST000483,iOS,10.233.0.118,New,2025-01-14
DEV00048401,CUST000484,Android,10.234.0.158,New,2025-10-17
DEV00048501,CUST000485,iOS,10.235.0.220,New,2025-09-26
DEV00048601,CUST000486,ATM,10.236.0.173,Trusted,2026-01-27
DEV00048602,CUST000486,ATM,10.236.1.9,Trusted,2026-01-05
DEV00048701,CUST000487,ATM,10.237.0.232,Known,2024-08-20
DEV00048801,CUST000488,Android,10.238.0.7,New,2026-01-20
DEV00048901,CUST000489,Windows,10.239.0.50,Trusted,2024-01-19
DEV00049001,CUST000490,Windows,10.240.0.234,Trusted,2024-12-27
DEV00049002,CUST000490,Android,10.240.1.126,Trusted,2024-12-04
DEV00049101,CUST000491,ATM,10.241.0.158,Trusted,2025-08-22
DEV00049102,CUST000491,POS,10.241.1.190,Known,2025-09-29
DEV00049201,CUST000492,Windows,10.242.0.124,Trusted,2025-10-29
DEV00049202,CUST000492,Windows,10.242.1.182,Known,2024-10-10
DEV00049301,CUST000493,ATM,10.243.0.227,New,2024-11-24
DEV00049302,CUST000493,POS,10.243.1.192,Known,2025-03-11
DEV00049401,CUST000494,POS,10.244.0.212,Known,2024-12-20
DEV00049402,CUST000494,Android,10.244.1.30,Trusted,2025-03-07
DEV00049501,CUST000495,Windows,10.245.0.231,Trusted,2024-07-05
DEV00049502,CUST000495,Android,10.245.1.99,Known,2024-05-25
DEV00049503,CUST000495,iOS,10.245.2.135,Trusted,2025-10-18
DEV00049601,CUST000496,ATM,10.246.0.128,Trusted,2025-04-25
DEV00049701,CUST000497,ATM,10.247.0.10,Trusted,2025-02-20
DEV00049801,CUST000498,ATM,10.248.0.218,Trusted,2025-01-14
DEV00049802,CUST000498,POS,10.248.1.27,Trusted,2025-06-16
DEV00049901,CUST000499,Windows,10.249.0.227,Trusted,2025-10-10
DEV00050001,CUST000500,Android,10.0.0.134,Trusted,2024-06-19
DEV00050002,CUST000500,ATM,10.0.1.170,New,2025-04-19
DEV00050101,CUST000501,Android,10.1.0.55,Trusted,2024-03-16
DEV00050102,CUST000501,iOS,10.1.1.120,New,2025-07-23
DEV00050201,CUST000502,ATM,10.2.0.250,New,2024-05-06
DEV00050202,CUST000502,POS,10.2.1.52,New,2025-07-23
DEV00050301,CUST000503,Android,10.3.0.122,New,2025-02-05
DEV00050302,CUST000503,Windows,10.3.1.31,Trusted,2025-02-03
DEV00050401,CUST000504,ATM,10.4.0.46,Known,2024-08-07
DEV00050501,CUST000505,ATM,10.5.0.101,Trusted,2025-06-20
DEV00050502,CUST000505,Windows,10.5.1.127,Trusted,2025-08-09
DEV00050601,CUST000506,iOS,10.6.0.48,Known,2024-10-22
DEV00050701,CUST000507,ATM,10.7.0.224,Trusted,2024-10-05
DEV00050801,CUST000508,Windows,10.8.0.254,Known,2024-03-23
DEV00050802,CUST000508,ATM,10.8.1.65,Known,2024-10-19
DEV00050901,CUST000509,iOS,10.9.0.92,New,2025-12-31
DEV00051001,CUST000510,Windows,10.10.0.228,Known,2024-12-27
DEV00051002,CUST000510,POS,10.10.1.107,Known,2025-03-21
DEV00051101,CUST000511,ATM,10.11.0.175,Trusted,2024-08-14
DEV00051201,CUST000512,Android,10.12.0.111,Known,2024-03-26
DEV00051202,CUST000512,Android,10.12.1.13,Known,2025-09-12
DEV00051301,CUST000513,iOS,10.13.0.208,New,2024-11-25
DEV00051302,CUST000513,ATM,10.13.1.248,Trusted,2025-05-09
DEV00051401,CUST000514,Windows,10.14.0.146,New,2024-07-22
DEV00051501,CUST000515,POS,10.15.0.7,New,2025-11-02
DEV00051601,CUST000516,Windows,10.16.0.213,Trusted,2025-02-24
DEV00051701,CUST000517,ATM,10.17.0.35,Trusted,2024-03-11
DEV00051702,CUST000517,iOS,10.17.1.78,Known,2024-01-26
DEV00051703,CUST000517,Android,10.17.2.207,New,2024-05-03
DEV00051801,CUST000518,iOS,10.18.0.216,Known,2024-05-14
DEV00051901,CUST000519,Windows,10.19.0.171,Trusted,2024-06-08
DEV00051902,CUST000519,ATM,10.19.1.95,Known,2024-12-27
DEV00052001,CUST000520,iOS,10.20.0.120,New,2025-04-23
DEV00052002,CUST000520,Android,10.20.1.252,Trusted,2025-01-30
DEV00052101,CUST000521,Windows,10.21.0.237,New,2025-11-23
DEV00052102,CUST000521,ATM,10.21.1.97,New,2024-05-21
DEV00052201,CUST000522,iOS,10.22.0.60,Trusted,2024-03-21
DEV00052301,CUST000523,Android,10.23.0.10,Trusted,2024-11-05
DEV00052302,CUST000523,Windows,10.23.1.156,Trusted,2025-08-06
DEV00052401,CUST000524,iOS,10.24.0.23,Trusted,2024-04-27
DEV00052402,CUST000524,Android,10.24.1.53,Trusted,2025-09-10
DEV00052403,CUST000524,Android,10.24.2.93,New,2024-06-29
DEV00052501,CUST000525,POS,10.25.0.231,Trusted,2025-11-24
DEV00052502,CUST000525,ATM,10.25.1.110,New,2025-11-20
DEV00052601,CUST000526,iOS,10.26.0.248,Known,2025-11-16
DEV00052701,CUST000527,ATM,10.27.0.67,Trusted,2025-02-23
DEV00052702,CUST000527,Android,10.27.1.36,Trusted,2024-07-20
DEV00052801,CUST000528,Android,10.28.0.10,New,2024-08-30
DEV00052901,CUST000529,Android,10.29.0.100,New,2024-02-19
DEV00052902,CUST000529,iOS,10.29.1.111,New,2024-07-18
DEV00053001,CUST000530,POS,10.30.0.12,Trusted,2024-01-25
DEV00053002,CUST000530,iOS,10.30.1.209,Trusted,2025-11-14
DEV00053003,CUST000530,Android,10.30.2.33,New,2025-07-31
DEV00053101,CUST000531,ATM,10.31.0.181,Known,2025-06-20
DEV00053201,CUST000532,Windows,10.32.0.21,Trusted,2025-09-13
DEV00053202,CUST000532,POS,10.32.1.60,Known,2024-01-03
DEV00053301,CUST000533,Windows,10.33.0.151,New,2025-03-30
DEV00053302,CUST000533,Android,10.33.1.16,Known,2024-05-17
DEV00053401,CUST000534,Windows,10.34.0.208,Trusted,2023-12-18
DEV00053402,CUST000534,Android,10.34.1.88,New,2024-11-20
DEV00053501,CUST000535,iOS,10.35.0.34,Trusted,2025-04-19
DEV00053502,CUST000535,Windows,10.35.1.22,Trusted,2023-12-04
DEV00053601,CUST000536,Windows,10.36.0.217,Trusted,2024-11-03
DEV00053602,CUST000536,ATM,10.36.1.5,New,2026-01-22
DEV00053701,CUST000537,Windows,10.37.0.197,Known,2025-05-11
DEV00053801,CUST000538,POS,10.38.0.184,Trusted,2025-11-30
DEV00053901,CUST000539,iOS,10.39.0.53,Known,2024-06-26
DEV00054001,CUST000540,POS,10.40.0.8,Trusted,2025-01-19
DEV00054002,CUST000540,Android,10.40.1.75,Trusted,2024-06-05
DEV00054101,CUST000541,iOS,10.41.0.145,New,2024-07-29
DEV00054201,CUST000542,iOS,10.42.0.117,Known,2023-12-27
DEV00054202,CUST000542,Android,10.42.1.178,Trusted,2024-11-02
DEV00054301,CUST000543,POS,10.43.0.171,Trusted,2024-05-21
DEV00054302,CUST000543,Windows,10.43.1.204,Known,2025-02-16
DEV00054401,CUST000544,Android,10.44.0.177,Trusted,2025-11-18
DEV00054402,CUST000544,iOS,10.44.1.132,New,2024-11-25
DEV00054501,CUST000545,ATM,10.45.0.162,New,2024-01-04
DEV00054502,CUST000545,ATM,10.45.1.75,New,2024-02-15
DEV00054601,CUST000546,iOS,10.46.0.131,Known,2023-12-02
DEV00054602,CUST000546,Android,10.46.1.60,Known,2024-09-13
DEV00054701,CUST000547,POS,10.47.0.72,Known,2025-10-22
DEV00054702,CUST000547,Windows,10.47.1.73,Trusted,2025-10-02
DEV00054801,CUST000548,POS,10.48.0.138,Trusted,2026-01-25
DEV00054901,CUST000549,ATM,10.49.0.68,Trusted,2025-09-13
DEV00054902,CUST000549,Windows,10.49.1.188,Trusted,2025-02-03
DEV00055001,CUST000550,POS,10.50.0.82,Trusted,2024-07-09
DEV00055101,CUST000551,iOS,10.51.0.163,Trusted,2024-08-21
DEV00055201,CUST000552,iOS,10.52.0.225,Known,2025-06-08
DEV00055202,CUST000552,Windows,10.52.1.172,New,2024-09-17
DEV00055203,CUST000552,ATM,10.52.2.154,Known,2024-07-24
DEV00055301,CUST000553,Android,10.53.0.89,New,2024-02-10
DEV00055302,CUST000553,iOS,10.53.1.199,New,2024-09-18
DEV00055401,CUST000554,Android,10.54.0.69,New,2024-01-17
DEV00055402,CUST000554,iOS,10.54.1.87,Trusted,2025-03-22
DEV00055501,CUST000555,Windows,10.55.0.197,Trusted,2024-04-01
DEV00055502,CUST000555,Android,10.55.1.133,Trusted,2025-01-26
DEV00055601,CUST000556,POS,10.56.0.27,New,2024-09-22
DEV00055701,CUST000557,Android,10.57.0.19,New,2026-01-11
DEV00055801,CUST000558,Windows,10.58.0.71,New,2025-07-08
DEV00055901,CUST000559,ATM,10.59.0.244,Known,2023-12-12
DEV00055902,CUST000559,POS,10.59.1.183,Trusted,2024-10-25
DEV00056001,CUST000560,iOS,10.60.0.222,New,2024-06-03
DEV00056101,CUST000561,POS,10.61.0.154,New,2026-01-26
DEV00056102,CUST000561,Windows,10.61.1.177,Trusted,2023-12-20
DEV00056201,CUST000562,ATM,10.62.0.33,Trusted,2025-08-19
DEV00056301,CUST000563,Android,10.63.0.76,Trusted,2024-11-12
DEV00056302,CUST000563,Windows,10.63.1.185,Known,2024-08-14
DEV00056401,CUST000564,POS,10.64.0.184,New,2026-01-21
DEV00056501,CUST000565,POS,10.65.0.41,Trusted,2025-02-07
DEV00056502,CUST000565,POS,10.65.1.227,Trusted,2025-02-12
DEV00056601,CUST000566,Android,10.66.0.188,Trusted,2025-04-20
DEV00056701,CUST000567,iOS,10.67.0.254,Trusted,2025-10-30
DEV00056801,CUST000568,ATM,10.68.0.199,New,2024-02-08
DEV00056802,CUST000568,ATM,10.68.1.91,Known,2024-08-15
DEV00056901,CUST000569,ATM,10.69.0.167,Known,2025-08-02
DEV00056902,CUST000569,Android,10.69.1.222,Known,2024-10-11
DEV00056903,CUST000569,Windows,10.69.2.187,New,2025-06-27
DEV00057001,CUST000570,Windows,10.70.0.129,Trusted,2024-05-20
DEV00057002,CUST000570,Windows,10.70.1.9,Known,2024-04-14
DEV00057101,CUST000571,POS,10.71.0.229,Trusted,2024-02-09
DEV00057201,CUST000572,Windows,10.72.0.215,Known,2024-02-05
DEV00057301,CUST000573,Android,10.73.0.45,New,2025-12-17
DEV00057302,CUST000573,Windows,10.73.1.156,Trusted,2024-02-26
DEV00057401,CUST000574,Android,10.74.0.236,Trusted,2025-07-29
DEV00057501,CUST000575,Windows,10.75.0.14,New,2024-02-09
DEV00057601,CUST000576,POS,10.76.0.94,Known,2023-12-03
DEV00057602,CUST000576,POS,10.76.1.116,Trusted,2025-12-25
DEV00057701,CUST000577,Windows,10.77.0.56,New,2025-05-09
DEV00057801,CUST000578,Android,10.78.0.41,New,2024-10-02
DEV00057802,CUST000578,Windows,10.78.1.87,Trusted,2025-07-24
DEV00057901,CUST000579,POS,10.79.0.87,New,2024-03-08
DEV00057902,CUST000579,ATM,10.79.1.77,Trusted,2025-06-06
DEV00058001,CUST000580,Windows,10.80.0.202,Trusted,2025-10-31
DEV00058101,CUST000581,iOS,10.81.0.176,Known,2026-01-26
DEV00058201,CUST000582,iOS,10.82.0.103,Known,2025-04-17
DEV00058202,CUST000582,ATM,10.82.1.153,New,2024-08-03
DEV00058301,CUST000583,iOS,10.83.0.36,New,2025-07-23
DEV00058401,CUST000584,ATM,10.84.0.175,Trusted,2024-10-12
DEV00058501,CUST000585,ATM,10.85.0.198,Trusted,2025-03-27
DEV00058502,CUST000585,ATM,10.85.1.67,Trusted,2024-05-23
DEV00058601,CUST000586,POS,10.86.0.209,New,2024-11-12
DEV00058701,CUST000587,iOS,10.87.0.76,Known,2024-11-30
DEV00058702,CUST000587,Android,10.87.1.115,Known,2025-04-02
DEV00058801,CUST000588,ATM,10.88.0.177,Trusted,2024-01-12
DEV00058802,CUST000588,POS,10.88.1.146,New,2025-12-21
DEV00058901,CUST000589,iOS,10.89.0.147,Known,2025-03-27
DEV00059001,CUST000590,Windows,10.90.0.2,New,2025-07-03
DEV00059002,CUST000590,Android,10.90.1.201,New,2024-03-30
DEV00059101,CUST000591,POS,10.91.0.85,New,2024-10-01
DEV00059102,CUST000591,POS,10.91.1.4,Known,2025-02-17
DEV00059201,CUST000592,Android,10.92.0.54,Known,2025-03-26
DEV00059202,CUST000592,Windows,10.92.1.193,Known,2024-10-26
DEV00059301,CUST000593,ATM,10.93.0.156,Trusted,2025-10-24
DEV00059401,CUST000594,Windows,10.94.0.129,New,2025-06-15
DEV00059501,CUST000595,ATM,10.95.0.106,Trusted,2024-04-20
DEV00059502,CUST000595,Android,10.95.1.159,Trusted,2025-09-12
DEV00059601,CUST000596,ATM,10.96.0.142,Trusted,2025-08-19
DEV00059602,CUST000596,ATM,10.96.1.95,Trusted,2025-08-05
DEV00059603,CUST000596,ATM,10.96.2.240,Trusted,2025-03-07
DEV00059701,CUST000597,Android,10.97.0.2,Trusted,2024-03-04
DEV00059702,CUST000597,ATM,10.97.1.222,New,2025-01-02
DEV00059801,CUST000598,POS,10.98.0.162,New,2024-11-19
DEV00059802,CUST000598,Android,10.98.1.27,Trusted,2025-05-08
DEV00059901,CUST000599,Windows,10.99.0.88,Known,2024-02-26
DEV00060001,CUST000600,Windows,10.100.0.242,Trusted,2024-06-29
DEV00060002,CUST000600,Windows,10.100.1.122,New,2024-03-13
DEV00060101,CUST000601,ATM,10.101.0.159,Trusted,2025-02-13
DEV00060102,CUST000601,iOS,10.101.1.151,Known,2024-08-14
DEV00060201,CUST000602,ATM,10.102.0.118,Trusted,2023-12-29
DEV00060202,CUST000602,POS,10.102.1.230,Trusted,2024-01-03
DEV00060301,CUST000603,POS,10.103.0.64,Trusted,2025-05-14
DEV00060302,CUST000603,iOS,10.103.1.177,Trusted,2025-06-12
DEV00060303,CUST000603,ATM,10.103.2.46,Trusted,2024-05-18
DEV00060401,CUST000604,Android,10.104.0.82,Trusted,2025-07-14
DEV00060402,CUST000604,ATM,10.104.1.30,New,2025-11-07
DEV00060403,CUST000604,ATM,10.104.2.51,Trusted,2024-07-25
DEV00060501,CUST000605,POS,10.105.0.70,New,2024-04-25
DEV00060502,CUST000605,iOS,10.105.1.85,New,2024-08-23
DEV00060601,CUST000606,POS,10.106.0.121,New,2025-08-17
DEV00060602,CUST000606,iOS,10.106.1.17,New,2024-03-13
DEV00060701,CUST000607,Windows,10.107.0.238,Trusted,2024-06-26
DEV00060801,CUST000608,iOS,10.108.0.79,Known,2024-01-18
DEV00060802,CUST000608,Windows,10.108.1.213,Known,2024-10-28
DEV00060901,CUST000609,Windows,10.109.0.76,Known,2026-01-07
DEV00061001,CUST000610,POS,10.110.0.121,Trusted,2023-11-24
DEV00061002,CUST000610,ATM,10.110.1.177,New,2025-05-21
DEV00061101,CUST000611,iOS,10.111.0.224,Trusted,2024-06-07
DEV00061102,CUST000611,Windows,10.111.1.147,Trusted,2024-07-05
DEV00061201,CUST000612,iOS,10.112.0.83,New,2025-06-12
DEV00061301,CUST000613,POS,10.113.0.96,Trusted,2024-07-01
DEV00061401,CUST000614,iOS,10.114.0.205,Trusted,2024-06-23
DEV00061402,CUST000614,ATM,10.114.1.157,Trusted,2023-12-24
DEV00061403,CUST000614,Android,10.114.2.197,New,2025-04-23
DEV00061501,CUST000615,Windows,10.115.0.2,New,2026-01-12
DEV00061502,CUST000615,Android,10.115.1.58,Known,2024-11-20
DEV00061503,CUST000615,iOS,10.115.2.67,Trusted,2024-06-12
DEV00061601,CUST000616,Android,10.116.0.137,Trusted,2023-11-25
DEV00061701,CUST000617,ATM,10.117.0.32,New,2026-01-05
DEV00061801,CUST000618,Android,10.118.0.42,Trusted,2025-09-30
DEV00061802,CUST000618,ATM,10.118.1.190,Known,2023-12-26
DEV00061803,CUST000618,Windows,10.118.2.107,Trusted,2025-06-30
DEV00061901,CUST000619,Android,10.119.0.112,Known,2025-06-11
DEV00061902,CUST000619,Android,10.119.1.167,New,2024-10-06
DEV00062001,CUST000620,Windows,10.120.0.96,New,2025-08-23
DEV00062101,CUST000621,Windows,10.121.0.8,New,2025-12-27
DEV00062201,CUST000622,ATM,10.122.0.252,New,2024-07-31
DEV00062202,CUST000622,ATM,10.122.1.35,Trusted,2025-03-19
DEV00062301,CUST000623,iOS,10.123.0.207,Trusted,2025-06-15
DEV00062302,CUST000623,Android,10.123.1.191,Trusted,2024-01-28
DEV00062303,CUST000623,ATM,10.123.2.73,Trusted,2025-05-21
DEV00062401,CUST000624,iOS,10.124.0.149,Trusted,2023-12-28
DEV00062402,CUST000624,ATM,10.124.1.162,Trusted,2025-07-13
DEV00062501,CUST000625,POS,10.125.0.68,New,2025-10-03
DEV00062502,CUST000625,Windows,10.125.1.168,Known,2025-02-20
DEV00062601,CUST000626,Android,10.126.0.59,New,2025-10-10
DEV00062701,CUST000627,POS,10.127.0.154,Trusted,2024-07-04
DEV00062702,CUST000627,POS,10.127.1.135,Trusted,2024-08-04
DEV00062801,CUST000628,iOS,10.128.0.72,Trusted,2024-12-17
DEV00062802,CUST000628,Windows,10.128.1.100,New,2024-10-01
DEV00062901,CUST000629,ATM,10.129.0.101,Trusted,2025-05-22
DEV00063001,CUST000630,Windows,10.130.0.135,Trusted,2023-12-03
DEV00063002,CUST000630,POS,10.130.1.121,Trusted,2024-03-26
DEV00063003,CUST000630,ATM,10.130.2.77,Trusted,2024-07-26
DEV00063101,CUST000631,Windows,10.131.0.58,Trusted,2025-11-02
DEV00063102,CUST000631,POS,10.131.1.246,Known,2025-05-29
DEV00063201,CUST000632,Android,10.132.0.183,New,2025-05-28
DEV00063301,CUST000633,POS,10.133.0.215,Trusted,2024-06-21
DEV00063401,CUST000634,Android,10.134.0.241,New,2024-04-28
DEV00063402,CUST000634,ATM,10.134.1.172,Trusted,2025-06-24
DEV00063403,CUST000634,POS,10.134.2.47,Trusted,2024-04-26
DEV00063501,CUST000635,Windows,10.135.0.118,Known,2023-12-06
DEV00063601,CUST000636,Android,10.136.0.164,New,2025-03-17
DEV00063701,CUST000637,Android,10.137.0.49,Known,2024-08-31
DEV00063801,CUST000638,POS,10.138.0.91,New,2025-09-17
DEV00063802,CUST000638,ATM,10.138.1.27,Known,2024-05-13
DEV00063901,CUST000639,Android,10.139.0.76,Trusted,2026-01-10
DEV00064001,CUST000640,ATM,10.140.0.95,Known,2025-06-05
DEV00064002,CUST000640,Windows,10.140.1.139,Known,2025-11-14
DEV00064101,CUST000641,ATM,10.141.0.69,Trusted,2024-10-17
DEV00064201,CUST000642,Windows,10.142.0.146,Known,2024-01-17
DEV00064301,CUST000643,POS,10.143.0.243,New,2025-09-06
DEV00064302,CUST000643,POS,10.143.1.251,Known,2026-01-25
DEV00064303,CUST000643,POS,10.143.2.14,Known,2024-06-09
DEV00064401,CUST000644,Android,10.144.0.85,Trusted,2025-10-27
DEV00064402,CUST000644,ATM,10.144.1.147,New,2024-12-10
DEV00064501,CUST000645,Windows,10.145.0.253,Trusted,2025-02-18
DEV00064601,CUST000646,Windows,10.146.0.8,Known,2025-11-21
DEV00064602,CUST000646,iOS,10.146.1.49,New,2025-07-29
DEV00064701,CUST000647,Android,10.147.0.160,Trusted,2024-07-30
DEV00064702,CUST000647,Android,10.147.1.207,Known,2025-04-08
DEV00064801,CUST000648,Android,10.148.0.172,Trusted,2025-02-19
DEV00064802,CUST000648,iOS,10.148.1.94,Trusted,2025-05-31
DEV00064901,CUST000649,POS,10.149.0.180,New,2023-12-18
DEV00064902,CUST000649,POS,10.149.1.165,Trusted,2025-04-17
DEV00064903,CUST000649,Windows,10.149.2.35,New,2023-12-12
DEV00065001,CUST000650,POS,10.150.0.213,Trusted,2025-07-23
DEV00065101,CUST000651,ATM,10.151.0.190,Trusted,2024-08-29
DEV00065201,CUST000652,Android,10.152.0.237,New,2025-07-05
DEV00065301,CUST000653,Windows,10.153.0.226,New,2024-03-06
DEV00065302,CUST000653,POS,10.153.1.182,Known,2025-07-06
DEV00065303,CUST000653,Windows,10.153.2.105,Trusted,2024-12-02
DEV00065401,CUST000654,iOS,10.154.0.231,New,2025-11-24
DEV00065501,CUST000655,iOS,10.155.0.244,Trusted,2024-07-12
DEV00065502,CUST000655,ATM,10.155.1.52,Trusted,2024-08-19
DEV00065601,CUST000656,Android,10.156.0.170,Trusted,2023-12-07
DEV00065602,CUST000656,iOS,10.156.1.186,Known,2025-12-18
DEV00065603,CUST000656,POS,10.156.2.4,Trusted,2025-02-16
DEV00065701,CUST000657,ATM,10.157.0.18,Trusted,2024-05-25
DEV00065801,CUST000658,iOS,10.158.0.231,Trusted,2024-03-02
DEV00065901,CUST000659,POS,10.159.0.100,New,2023-12-27
DEV00065902,CUST000659,iOS,10.159.1.175,New,2024-05-14
DEV00066001,CUST000660,Android,10.160.0.111,Known,2025-09-06
